snr_db,mse,cosine
1000000000.0,2.066238946887618e-30,1.0000000000000002
30.0,2.154694342188404e-30,1.0
20.0,1.958109699093435e-30,0.9999999999999999
10.0,2.204405704998236e-30,1.0
5.0,2.488551955547238e-30,1.0000000000000002
0.0,3.9661412275664156e-30,0.9999999999999999
-5.0,8.616774058171989e-30,1.0000000000000002
