signal,frame_len,hop_ratio,window,zero_pad_factor,snr_db,fs,duration,hop,n_fft,signal_len,n_frames,mse,mae,frobenius,cosine,pearson,phase_mean,phase_std,energy_err_classical,energy_err_quantum,recon_rmse_classical,runtime_classical_s,runtime_quantum_s
chirp,128,0.5,hamming,2,10.0,16000,0.5,64,256,8000,124,1.1566327495566778e-30,6.390881074165511e-16,2.256698662390681e-13,1.0000000000000002,1.0,-5.036293962513311e-18,1.4377089085083613e-15,0.2193326839929247,0.2193326839929247,1.2796788114494342e-16,0.0006254329998682806,0.008099296000182221
chirp,256,0.5,hann,1,inf,16000,0.5,128,256,8000,61,1.7562977402894043e-30,7.677674736245822e-16,2.0779135223062595e-13,1.0,0.9999999999999999,1.1290240145339728e-12,4.6141792631465464e-10,0.2709075830664029,0.270907583066403,0.06430364064542736,0.00039280900000449037,0.004034559000047011
chirp,256,0.5,hann,1,10.0,16000,0.5,128,256,8000,61,2.1192426360130665e-30,8.704071685784333e-16,2.2409433844698873e-13,1.0000000000000002,1.0,-1.1631178715975641e-17,2.0228860651225167e-15,0.2698838470480379,0.26988384704803786,0.06366201843687125,0.0003679420001390099,0.004027560999929847
chirp,256,0.5,hann,2,inf,16000,0.5,128,512,8000,61,2.2030539337741268e-30,8.381066598431282e-16,3.248353461957497e-13,1.0,1.0,-1.092060014822243e-12,2.5747206144535e-10,0.270907583066403,0.270907583066403,0.06430364064542736,0.0006218799999260227,0.004887287999963519
chirp,256,0.5,hann,2,10.0,16000,0.5,128,512,8000,61,2.5225877710778836e-30,9.436721303841412e-16,3.43747921035205e-13,0.9999999999999999,1.0,-9.10018872643571e-19,1.7369013653483839e-15,0.26988384704803775,0.26988384704803775,0.06366201843687125,0.0006412180000552326,0.0047733480000715645
chirp,256,0.5,hamming,1,inf,16000,0.5,128,256,8000,61,1.908635246450852e-30,7.991823203406523e-16,2.1722051669348302e-13,1.0000000000000002,1.0,2.674602342878995e-16,2.820066544328484e-14,0.22731775914242333,0.22731775914242333,0.06317123120659295,0.0003571199999896635,0.004063878000124532
chirp,256,0.5,hamming,1,10.0,16000,0.5,128,256,8000,61,2.074649877609647e-30,8.786325527855735e-16,2.279344451483712e-13,0.9999999999999999,1.0,4.265713465516739e-18,1.5166947766310819e-15,0.22626400942635097,0.22626400942635097,0.06305246442152074,0.00036924100004398497,0.0040285400000357185
chirp,256,0.5,hamming,2,inf,16000,0.5,128,512,8000,61,2.597626819537403e-30,8.708203462165065e-16,3.421199610566103e-13,0.9999999999999999,1.0,2.918458962657702e-16,2.635237883990915e-13,0.22731775914242333,0.22731775914242333,0.06317123120659295,0.0006551970000145957,0.004797840000037468
chirp,256,0.5,hamming,2,10.0,16000,0.5,128,512,8000,61,2.6863594596914566e-30,9.651617728295634e-16,3.5308431530190485e-13,0.9999999999999999,1.0,1.197243579321698e-17,2.3178886168940966e-15,0.22626400942635097,0.22626400942635097,0.06305246442152074,0.000619914000026256,0.004814635000002454
square,128,0.5,hann,1,inf,16000,0.5,64,128,8000,124,1.7839238497510503e-30,8.582436195767152e-16,2.0738678694881988e-13,1.0000000000000002,1.0,1.3989705451425863e-19,1.1386826361030982e-15,0.2618125,0.2618125,0.015811388300841896,0.0003602570000111882,0.007372540999995181
