signal,frame_len,hop_ratio,window,zero_pad_factor,snr_db,fs,duration,hop,n_fft,signal_len,n_frames,mse,mae,frobenius,cosine,pearson,phase_mean,phase_std,energy_err_classical,energy_err_quantum,recon_rmse_classical,runtime_classical_s,runtime_quantum_s
sum_of_sines,128,0.75,blackman,1,20.0,16000,0.5,96,128,8000,83,2.3869454508042696e-30,9.99611869914195e-16,1.892308726732026e-13,0.9999999999999998,0.9999999999999999,3.540507913620134e-17,3.6311934134132165e-15,0.5963140705760915,0.5963140705760915,0.006178537774842283,4.404195351526141e-05,0.0005193749675527215
sum_of_sines,128,0.75,blackman,1,10.0,16000,0.5,96,128,8000,83,2.6158073683130485e-30,1.071874924411112e-15,1.9805017971570747e-13,1.0,1.0,5.0578684480287626e-18,1.253511839291643e-15,0.5954364246063953,0.5954364246063953,0.007931389109169146,3.7375022657215595e-05,0.0005220830207690597
sum_of_sines,128,0.75,blackman,1,0.0,16000,0.5,96,128,8000,83,4.983391436345e-30,1.5356923684304584e-15,2.6632065942163533e-13,1.0,1.0,7.524101823513862e-18,5.655299363179687e-16,0.5975617965430432,0.5975617965430432,0.02208329640852992,4.470802377909422e-05,0.0005123330047354102
sum_of_sines,128,0.75,blackman,2,inf,16000,0.5,96,256,8000,83,1.957274668735451e-30,9.267442178011001e-16,2.505841576987917e-13,1.0,0.9999999999999999,-1.9545821203192793e-12,1.44584752217306e-10,0.5970991215669451,0.5970991215669451,0.0066741417560819616,6.416701944544911e-05,0.0005730410339310765
sum_of_sines,128,0.75,blackman,2,20.0,16000,0.5,96,256,8000,83,2.0586403263567446e-30,9.559103581900434e-16,2.5408954610367743e-13,1.0000000000000002,0.9999999999999999,4.3263585485204706e-18,3.350718954984271e-15,0.5963140705760915,0.5963140705760915,0.006178537774842283,6.0458958614617586e-05,0.0005731669953092933
sum_of_sines,128,0.75,blackman,2,10.0,16000,0.5,96,256,8000,83,2.275651714538473e-30,1.0131906857072772e-15,2.67071569641734e-13,0.9999999999999998,1.0,4.430859962735941e-18,1.198289632966318e-15,0.5954364246063953,0.5954364246063953,0.007931389109169146,6.041600136086345e-05,0.0005922919954173267
sum_of_sines,128,0.75,blackman,2,0.0,16000,0.5,96,256,8000,83,4.23407451798273e-30,1.4363183814168539e-15,3.5790293528971665e-13,1.0,1.0,3.1350424264641093e-18,5.256630781885442e-16,0.5975617965430432,0.5975617965430432,0.02208329640852992,6.141699850559235e-05,0.0005725000519305468
sum_of_sines,128,0.5,rect,1,inf,16000,0.5,64,128,8000,124,8.630087823992887e-30,1.8021741850434137e-15,4.364316730370125e-13,1.0000000000000002,1.0,-1.484307748396284e-16,9.817297137751221e-15,0.9863307448290264,0.9863307448290264,2.0887649844290465e-16,4.6707980800420046e-05,0.0007860419573262334
sum_of_sines,128,0.5,rect,1,20.0,16000,0.5,64,128,8000,124,9.067127660804132e-30,1.8564872764798893e-15,4.4815181085099243e-13,0.9999999999999999,0.9999999999999999,-1.7235317116156664e-17,5.042859055218752e-15,0.986109803244354,0.986109803244354,2.106236995062642e-16,4.3042004108428955e-05,0.0007368330261670053
sum_of_sines,128,0.5,rect,1,10.0,16000,0.5,64,128,8000,124,9.551237302370502e-30,1.9698398758748752e-15,4.593542428120506e-13,1.0000000000000002,1.0,9.345123241552476e-18,3.4721086245514874e-15,0.9855051005787266,0.9855051005787266,2.1293120502571225e-16,4.295899998396635e-05,0.0007712920196354389
sum_of_sines,128,0.5,rect,1,0.0,16000,0.5,64,128,8000,124,1.5947463722668636e-29,2.732975521238523e-15,5.8892837304682e-13,1.0000000000000002,1.0,7.554440943769966e-18,5.799114382329408e-16,0.983878382385079,0.983878382385079,2.8230423438726777e-16,4.3000036384910345e-05,0.000736583024263382
sum_of_sines,128,0.5,rect,2,inf,16000,0.5,64,256,8000,124,7.377666409949284e-30,1.7379311897480591e-15,5.870316123217175e-13,1.0,1.0,1.502494365483138e-17,1.6037177692754433e-14,0.9863307448290264,0.9863307448290264,1.6137878638862938e-16,7.679103873670101e-05,0.0008438330260105431
sum_of_sines,128,0.5,rect,2,20.0,16000,0.5,64,256,8000,124,7.4466135812647e-30,1.7603097711831466e-15,5.916356990010931e-13,1.0000000000000002,1.0,-1.1583476113780616e-17,4.480008793263658e-15,0.986109803244354,0.986109803244354,1.673001791728866e-16,8.529203478246927e-05,0.0008716669981367886
sum_of_sines,128,0.5,rect,2,10.0,16000,0.5,64,256,8000,124,8.21871016147023e-30,1.8758687564952406e-15,6.171864056778179e-13,1.0,1.0,8.883462961655424e-18,3.1363783584713905e-15,0.9855051005787266,0.9855051005787266,1.690737860085987e-16,8.433300536125898e-05,0.0008772499859333038
sum_of_sines,128,0.5,rect,2,0.0,16000,0.5,64,256,8000,124,1.339778521365243e-29,2.5630497825619265e-15,7.885008398031132e-13,1.0000000000000002,0.9999999999999999,-8.533720325369777e-19,6.496117096238163e-16,0.983878382385079,0.983878382385079,2.1495296833097265e-16,8.062500273808837e-05,0.0008542080176994205
sum_of_sines,128,0.5,hann,1,inf,16000,0.5,64,128,8000,124,2.804299479070467e-30,1.0835297565650627e-15,2.52909359304444e-13,1.0000000000000002,1.0,-1.5755094361752196e-14,2.3683485793306776e-11,0.2628661385284938,0.2628661385284938,0.0066741417560819616,4.962499951943755e-05,0.0007997910142876208
sum_of_sines,128,0.5,hann,1,20.0,16000,0.5,64,128,8000,124,2.8774184364507857e-30,1.0945905670816396e-15,2.5185848927069343e-13,1.0,1.0,-8.58967914717548e-18,4.302837742431709e-15,0.2625694989160202,0.2625694989160202,0.006178537774842283,4.64579788967967e-05,0.0007419169996865094
sum_of_sines,128,0.5,hann,1,10.0,16000,0.5,64,128,8000,124,3.161753975637492e-30,1.172011837588594e-15,2.6460329154615107e-13,1.0,0.9999999999999999,-1.2870529015311794e-17,1.3575755717579226e-15,0.261961168995173,0.261961168995173,0.007931389109169146,4.549999721348286e-05,0.0007617499795742333
sum_of_sines,128,0.5,hann,1,0.0,16000,0.5,64,128,8000,124,6.1044664727743295e-30,1.7219513667252375e-15,3.661287317110053e-13,1.0,1.0,3.385508719245059e-18,6.020782800286931e-16,0.26104319670904674,0.26104319670904674,0.02208329640852992,5.2499992307275534e-05,0.0007800000021234155
sum_of_sines,128,0.5,hann,2,inf,16000,0.5,64,256,8000,124,2.3905214401343795e-30,1.0303787731257109e-15,3.354520804010882e-13,1.0,1.0,-6.335695577046464e-14,5.626038164403532e-11,0.2628661385284938,0.2628661385284938,0.0066741417560819616,8.745800005272031e-05,0.0008368330309167504
sum_of_sines,128,0.5,hann,2,20.0,16000,0.5,64,256,8000,124,2.4464558615655497e-30,1.0403864696589255e-15,3.379886331943879e-13,0.9999999999999994,1.0,3.5016232744918934e-17,4.153919865748354e-15,0.2625694989160202,0.2625694989160202,0.006178537774842283,7.937499321997166e-05,0.0008470420143567026
sum_of_sines,128,0.5,hann,2,10.0,16000,0.5,64,256,8000,124,2.76824664224821e-30,1.1178663767047448e-15,3.5730792562027775e-13,1.0,0.9999999999999998,-3.2316219592793743e-18,1.2714740325010017e-15,0.261961168995173,0.261961168995173,0.007931389109169146,8.649996016174555e-05,0.000862124958075583
sum_of_sines,128,0.5,hann,2,0.0,16000,0.5,64,256,8000,124,5.279635377288658e-30,1.6186456846922476e-15,4.871136801909707e-13,0.9999999999999998,1.0,-4.616602798970535e-18,8.453243451321749e-16,0.26104319670904674,0.26104319670904674,0.02208329640852992,0.0003885829937644303,0.0010150829912163317
sum_of_sines,128,0.5,hamming,1,inf,16000,0.5,64,128,8000,124,3.065300188694777e-30,1.120503108298617e-15,2.627201533687294e-13,0.9999999999999998,1.0,5.933313876058738e-16,7.193628377699457e-14,0.21854895578293615,0.21854895578293615,2.681990038547516e-16,5.4500007536262274e-05,0.0008673749980516732
sum_of_sines,128,0.5,hamming,1,20.0,16000,0.5,64,128,8000,124,3.090700039509988e-30,1.128649051476005e-15,2.6212286777484013e-13,1.0000000000000002,1.0,-9.345123241552476e-18,4.61121971261702e-15,0.21831934211256535,0.21831934211256535,2.7032410885870954e-16,5.800003418698907e-05,0.0007211670163087547
sum_of_sines,128,0.5,hamming,1,10.0,16000,0.5,64,128,8000,124,3.3919139698845635e-30,1.2038360130099635e-15,2.749072831290772e-13,1.0,0.9999999999999999,-6.575161562170156e-18,1.1302190212415845e-15,0.2178498524534313,0.21784985245343158,2.9449661495274784e-16,4.720903234556317e-05,0.0007525419932790101
sum_of_sines,128,0.5,hamming,1,0.0,16000,0.5,64,128,8000,124,6.70848531967171e-30,1.8193272033454696e-15,3.796420671204912e-13,1.0000000000000002,1.0,-2.3222911049366932e-18,5.066458380018952e-16,0.21714792783279488,0.21714792783279502,3.446380419124745e-16,4.716595867648721e-05,0.0007481250213459134
sum_of_sines,128,0.5,hamming,2,inf,16000,0.5,64,256,8000,124,2.6528975711355866e-30,1.0605895989567571e-15,3.521129697671025e-13,1.0,1.0,-4.637447460093159e-16,1.2434375517274351e-13,0.21854895578293615,0.21854895578293615,2.2196757472171783e-16,8.774996967986226e-05,0.0008772920118644834
sum_of_sines,128,0.5,hamming,2,20.0,16000,0.5,64,256,8000,124,2.64367259488537e-30,1.0682768601313852e-15,3.516173511956378e-13,1.0,0.9999999999999998,-2.631463595413205e-17,3.629991331390656e-15,0.2183193421125652,0.21831934211256535,2.1832551813443673e-16,8.112500654533505e-05,0.0008340830099768937
sum_of_sines,128,0.5,hamming,2,10.0,16000,0.5,64,256,8000,124,2.9718265405309107e-30,1.1462076072942913e-15,3.6703512234106627e-13,1.0,1.0,-7.596410060124244e-18,1.2495919657176616e-15,0.21784985245343144,0.21784985245343144,2.1953637208872106e-16,8.654204430058599e-05,0.0008547499892301857
sum_of_sines,128,0.5,hamming,2,0.0,16000,0.5,64,256,8000,124,5.6850238570075034e-30,1.6636296508804161e-15,5.067604070705924e-13,1.0000000000000002,1.0,-4.1689322245249075e-18,4.983627755537738e-16,0.2171479278327947,0.21714792783279488,2.9380915645331824e-16,8.479104144498706e-05,0.0008644170011393726
sum_of_sines,128,0.5,blackman,1,inf,16000,0.5,64,128,8000,124,2.197657854808985e-30,9.694205659629727e-16,2.264755257511288e-13,1.0,1.0,2.9952823935299673e-13,5.148476066924275e-11,0.40177673789699275,0.40177673789699275,0.0066741417560819616,4.920799983665347e-05,0.0007659579860046506
sum_of_sines,128,0.5,blackman,1,20.0,16000,0.5,64,128,8000,124,2.445493192659146e-30,1.0100629087363692e-15,2.3065177565672223e-13,1.0,1.0,3.6792925337250023e-17,4.1001593200679825e-15,0.40123900539950313,0.40123900539950313,0.006178537774842283,5.150004290044308e-05,0.0007103329990059137
sum_of_sines,128,0.5,blackman,1,10.0,16000,0.5,64,128,8000,124,2.6125183592301023e-30,1.070786154252161e-15,2.3913177661215727e-13,1.0,0.9999999999999998,5.595882180570345e-19,1.3268377676651499e-15,0.40013983625448535,0.40013983625448535,0.007931389109169146,5.900004180148244e-05,0.0007652500062249601
sum_of_sines,128,0.5,blackman,1,0.0,16000,0.5,64,128,8000,124,4.9223957080349835e-30,1.540493465737278e-15,3.2530265585752694e-13,0.9999999999999999,1.0,7.694337998284225e-18,6.124536921065312e-16,0.39849804574226183,0.3984980457422619,0.02208329640852992,4.791701212525368e-05,0.0007139999652281404
sum_of_sines,128,0.5,blackman,2,inf,16000,0.5,64,256,8000,124,2.020956097085052e-30,9.393341476891352e-16,3.0696682929206656e-13,1.0,1.0,-7.696801725311276e-13,1.4101306899238626e-10,0.40177673789699275,0.40177673789699275,0.0066741417560819616,8.412497118115425e-05,0.0008353750454261899
sum_of_sines,128,0.5,blackman,2,20.0,16000,0.5,64,256,8000,124,2.058242018780544e-30,9.52186759545447e-16,3.0914224350881537e-13,1.0,0.9999999999999998,-4.826448380741923e-18,3.822013708193111e-15,0.4012390053995031,0.40123900539950325,0.006178537774842283,8.537498069927096e-05,0.0008439579978585243
sum_of_sines,128,0.5,blackman,2,10.0,16000,0.5,64,256,8000,124,2.2735814670636544e-30,1.015744805746551e-15,3.242209248119944e-13,1.0,0.9999999999999999,-1.3709911342397346e-18,1.4793875871865104e-15,0.40013983625448535,0.40013983625448535,0.007931389109169146,0.00011199997970834374,0.0009288329747505486
sum_of_sines,128,0.5,blackman,2,0.0,16000,0.5,64,256,8000,124,4.2570260387682564e-30,1.4469998270271034e-15,4.4057302619450695e-13,1.0000000000000002,1.0,-1.6787646541711036e-19,5.946120025222743e-16,0.39849804574226183,0.39849804574226194,0.02208329640852992,8.020800305530429e-05,0.0008805830148048699
sum_of_sines,128,0.25,rect,1,inf,16000,0.5,32,128,8000,247,8.52667524975089e-30,1.80294097187911e-15,6.199622864871235e-13,0.9999999999999999,0.9999999999999999,-9.661075358516987e-17,8.851595655610117e-15,2.9522600961765133,2.9522600961765133,1.8269366267447037e-16,7.524999091401696e-05,0.001511958020273596
sum_of_sines,128,0.25,rect,1,20.0,16000,0.5,32,128,8000,247,8.928499925321141e-30,1.8529600986516983e-15,6.282466808441278e-13,1.0000000000000002,1.0,-1.8681637433596386e-17,4.5576499526420705e-15,2.951832301761496,2.951832301761496,1.8969085105130628e-16,8.545798482373357e-05,0.0014996249810792506
sum_of_sines,128,0.25,rect,1,10.0,16000,0.5,32,128,8000,247,9.266896851473453e-30,1.9358039948815952e-15,6.426483788686019e-13,0.9999999999999999,1.0,2.106951590255231e-18,2.5549187776479863e-15,2.950835674330963,2.950835674330963,1.8913295553235565e-16,7.60830007493496e-05,0.001470666960813105
sum_of_sines,128,0.25,rect,1,0.0,16000,0.5,32,128,8000,247,1.581951994250046e-29,2.7405235655735504e-15,8.279967687404486e-13,1.0000000000000002,1.0,2.6126199719164868e-18,5.890489737919368e-16,2.9487695898165702,2.9487695898165702,2.5066664340215627e-16,8.304201764985919e-05,0.001482207968365401
sum_of_sines,128,0.25,rect,2,inf,16000,0.5,32,256,8000,247,7.469102369430306e-30,1.748347551697295e-15,8.307692578595385e-13,1.0,1.0,1.907493506377736e-17,1.5244872189741867e-14,2.9522600961765133,2.9522600961765133,1.4134970120145557e-16,0.0001397909945808351,0.001609667029697448
sum_of_sines,128,0.25,rect,2,20.0,16000,0.5,32,256,8000,247,7.405257828041872e-30,1.7590701100557176e-15,8.335064648082515e-13,1.0,1.0,-2.099928418287714e-18,3.78080806526772e-15,2.951832301761496,2.951832301761496,1.490463945485677e-16,0.00014750001719221473,0.0018370830221101642
sum_of_sines,128,0.25,rect,2,10.0,16000,0.5,32,256,8000,247,8.195607713476154e-30,1.8640087552642853e-15,8.653764294733047e-13,0.9999999999999999,1.0,2.9637785702923585e-18,2.3667949433051776e-15,2.950835674330963,2.950835674330963,1.50949787328385e-16,0.0001420829794369638,0.001654916035477072
sum_of_sines,128,0.25,rect,2,0.0,16000,0.5,32,256,8000,247,1.3688689737345967e-29,2.5922774640496345e-15,1.118897941865082e-12,1.0000000000000002,1.0,-1.3624953616983829e-18,5.852391828417143e-16,2.9487695898165702,2.9487695898165702,1.9124235175655147e-16,0.00018770800670608878,0.001604541961569339
sum_of_sines,128,0.25,hann,1,inf,16000,0.5,32,128,8000,247,2.7680627443553776e-30,1.0765542074651907e-15,3.572319480038078e-13,1.0,1.0,-1.641559695193295e-14,2.429862428022546e-11,0.4713538059306222,0.4713538059306222,0.0066741417560819616,9.295804193243384e-05,0.0015183750074356794
sum_of_sines,128,0.25,hann,1,20.0,16000,0.5,32,128,8000,247,2.906808154998619e-30,1.0931148383378062e-15,3.5684858499656356e-13,1.0,1.0,-1.5591441767888712e-18,4.019245718846058e-15,0.4710764586365787,0.4710764586365787,0.006178537774842283,8.129200432449579e-05,0.0014748749672435224
sum_of_sines,128,0.25,hann,1,10.0,16000,0.5,32,128,8000,247,3.187706700753645e-30,1.1763896994444132e-15,3.7511667663315323e-13,1.0,1.0,-4.101532429030184e-18,1.3818312946452376e-15,0.47042525089796666,0.47042525089796666,0.007931389109169146,7.808301597833633e-05,0.001488416048232466
sum_of_sines,128,0.25,hann,1,0.0,16000,0.5,32,128,8000,247,6.1315871254329914e-30,1.722390374487864e-15,5.143021025556042e-13,1.0000000000000002,1.0,-2.626666315851522e-18,8.015194491922276e-16,0.4690542019272048,0.4690542019272048,0.02208329640852992,8.266698569059372e-05,0.0014464579871855676
sum_of_sines,128,0.25,hann,2,inf,16000,0.5,32,256,8000,247,2.3720575532870002e-30,1.0259006389028048e-15,4.74960942706035e-13,1.0000000000000002,1.0,-1.424906919851166e-13,5.5478205405281235e-11,0.4713538059306222,0.4713538059306222,0.0066741417560819616,0.00017933303024619818,0.0016633750055916607
sum_of_sines,128,0.25,hann,2,20.0,16000,0.5,32,256,8000,247,2.462815987821174e-30,1.0442575458504966e-15,4.796762719638816e-13,0.9999999999999998,1.0,1.2620640025628836e-17,4.516159963880477e-15,0.4710764586365787,0.4710764586365787,0.006178537774842283,0.0001503750099800527,0.0017497920198366046
sum_of_sines,128,0.25,hann,2,10.0,16000,0.5,32,256,8000,247,2.7678225976004607e-30,1.117864098554488e-15,5.038595186916063e-13,1.0000000000000002,1.0,-4.256042212315567e-18,1.4490742861950135e-15,0.47042525089796666,0.47042525089796666,0.007931389109169146,0.00015350000467151403,0.0015959159936755896
sum_of_sines,128,0.25,hann,2,0.0,16000,0.5,32,256,8000,247,5.343320104993784e-30,1.6218151432055261e-15,6.911682425027714e-13,0.9999999999999998,0.9999999999999999,-3.1112651816102248e-18,8.091028590119153e-16,0.4690542019272048,0.4690542019272048,0.02208329640852992,0.0001395419822074473,0.0016297500114887953
sum_of_sines,128,0.25,hamming,1,inf,16000,0.5,32,128,8000,247,3.0501014538967205e-30,1.1168896060097295e-15,3.6906429897293577e-13,1.0,1.0,-1.4162928589695664e-16,6.948709420746068e-14,0.559277516547397,0.5592775165473968,2.506145708518813e-16,8.56249826028943e-05,0.001479625003412366
sum_of_sines,128,0.25,hamming,1,20.0,16000,0.5,32,128,8000,247,3.049160370734021e-30,1.1250910385289926e-15,3.6991038943800083e-13,1.0000000000000002,1.0,-1.3259748674672923e-17,4.364824261233613e-15,0.5589966183832504,0.5589966183832504,2.564616848039855e-16,8.633296238258481e-05,0.001541165984235704
sum_of_sines,128,0.25,hamming,1,10.0,16000,0.5,32,128,8000,247,3.3336787148042146e-30,1.1993812051192325e-15,3.8484591685464976e-13,0.9999999999999998,0.9999999999999999,-2.0086271827099872e-18,2.9442532020956645e-15,0.5583408333782092,0.5583408333782088,2.7635271833420645e-16,8.162501035258174e-05,0.001445000001695007
sum_of_sines,128,0.25,hamming,1,0.0,16000,0.5,32,128,8000,247,6.570516384107549e-30,1.795949020105729e-15,5.324464585994937e-13,0.9999999999999998,0.9999999999999997,-2.233368685670545e-18,5.110447212306097e-16,0.5569756185998819,0.5569756185998819,3.2583054138787835e-16,7.995800115168095e-05,0.0014594580279663205
sum_of_sines,128,0.25,hamming,2,inf,16000,0.5,32,256,8000,247,2.631159194627287e-30,1.059865414742173e-15,4.939333148621617e-13,1.0,1.0,-2.9302780400073007e-16,1.149976663883431e-13,0.559277516547397,0.559277516547397,2.1475988612321308e-16,0.00015608296962454915,0.001688874966930598
sum_of_sines,128,0.25,hamming,2,20.0,16000,0.5,32,256,8000,247,2.6582902932450482e-30,1.0689298118010578e-15,4.973897330987527e-13,1.0000000000000002,1.0,-2.0500638973183402e-17,3.976705985968097e-15,0.5589966183832504,0.5589966183832504,2.0723346443964253e-16,0.00015545799396932125,0.0017604579916223884
sum_of_sines,128,0.25,hamming,2,10.0,16000,0.5,32,256,8000,247,2.9655314029425432e-30,1.1469508396006166e-15,5.205136433552788e-13,0.9999999999999998,1.0,-5.211193599897939e-18,1.576194202392907e-15,0.5583408333782092,0.5583408333782092,2.0486474631043978e-16,0.00015279196668416262,0.0016708329785615206
sum_of_sines,128,0.25,hamming,2,0.0,16000,0.5,32,256,8000,247,5.6780031974619354e-30,1.6611515796087062e-15,7.140177168731319e-13,1.0,1.0,-2.746060239299318e-18,6.389925193360905e-16,0.5569756185998819,0.5569756185998819,2.7920546839073966e-16,0.00015695899492129683,0.0017394580063410103
sum_of_sines,128,0.25,blackman,1,inf,16000,0.5,32,128,8000,247,2.260280759291795e-30,9.736882208810495e-16,3.199675155550359e-13,1.0000000000000002,1.0,-4.550054665026143e-14,5.171598556703644e-11,0.19544557402694468,0.19544557402694468,0.0066741417560819616,8.754199370741844e-05,0.0015368330059573054
sum_of_sines,128,0.25,blackman,1,20.0,16000,0.5,32,128,8000,247,2.4445439870106313e-30,1.007648529389191e-15,3.277940391593163e-13,1.0000000000000002,0.9999999999999999,2.1280211061577836e-17,3.814587182146368e-15,0.19520359292368306,0.19520359292368306,0.006178537774842283,8.283299393951893e-05,0.001455416961107403
sum_of_sines,128,0.25,blackman,1,10.0,16000,0.5,32,128,8000,247,2.594305944619624e-30,1.0672335854581414e-15,3.394347211327482e-13,1.0,0.9999999999999999,-1.0394294511925808e-18,1.224106986146378e-15,0.19462290090162565,0.19462290090162565,0.007931389109169146,8.299999171867967e-05,0.001548458996694535
sum_of_sines,128,0.25,blackman,1,0.0,16000,0.5,32,128,8000,247,5.011391052853794e-30,1.5496468558752558e-15,4.603134516680779e-13,1.0,1.0,5.5061668225336714e-18,5.716594577092025e-16,0.19334878654320123,0.19334878654320123,0.02208329640852992,9.3792041298002e-05,0.0015570420073345304
sum_of_sines,128,0.25,blackman,2,inf,16000,0.5,32,256,8000,247,1.9996392053704123e-30,9.382808280155977e-16,4.3398660878653744e-13,1.0,0.9999999999999999,-6.73032304370672e-13,1.4988799600242896e-10,0.19544557402694468,0.19544557402694468,0.0066741417560819616,0.0001599160023033619,0.0016843330231495202
sum_of_sines,128,0.25,blackman,2,20.0,16000,0.5,32,256,8000,247,2.0482749287870834e-30,9.525153533221731e-16,4.373606036575438e-13,1.0,1.0,8.350551469378234e-18,3.6859515105613475e-15,0.19520359292368306,0.19520359292368306,0.006178537774842283,0.00021429097978398204,0.0016152500174939632
sum_of_sines,128,0.25,blackman,2,10.0,16000,0.5,32,256,8000,247,2.2806825640376205e-30,1.018525227168315e-15,4.577093781198961e-13,1.0,1.0,1.5029588010487316e-18,1.380389018231981e-15,0.19462290090162565,0.19462290090162565,0.007931389109169146,0.00015104201156646013,0.0016549169667996466
sum_of_sines,128,0.25,blackman,2,0.0,16000,0.5,32,256,8000,247,4.2581056603222156e-30,1.4467049956772319e-15,6.199042627661904e-13,1.0,1.0,1.7557929918793594e-19,5.492740328805522e-16,0.19334878654320123,0.19334878654320123,0.02208329640852992,0.0001568750012665987,0.0017534170183353126
sum_of_sines,256,1.0,rect,1,inf,16000,0.5,256,256,8000,31,1.5216501541430837e-29,2.4012726101324904e-15,4.263838457476785e-13,1.0,0.9999999999999998,9.501807942608446e-17,1.1881489280418739e-14,0.0069708162507469505,0.0069708162507469505,0.10225568138798098,3.587495302781463e-05,0.00024491699878126383
sum_of_sines,256,1.0,rect,1,20.0,16000,0.5,256,256,8000,31,1.2705963495115764e-29,2.3286162005139195e-15,4.0701481906652947e-13,1.0,1.0,4.0626104630940706e-17,4.859401139902151e-15,0.007123262800032167,0.007123262800032167,0.10396572903210366,2.720800694078207e-05,0.0002254159771837294
sum_of_sines,256,1.0,rect,1,10.0,16000,0.5,256,256,8000,31,1.6107170990075673e-29,2.569952609256467e-15,4.467087968011492e-13,1.0,1.0,-4.53266456626198e-18,1.6404534674660705e-15,0.0073755789134912425,0.0073755789134912425,0.1105639814211325,2.7542002499103546e-05,0.00021954200929030776
sum_of_sines,256,1.0,rect,1,0.0,16000,0.5,256,256,8000,31,3.139190987846513e-29,3.917108782833335e-15,6.056176251607467e-13,1.0,1.0,2.7979410902851726e-18,5.608054423071613e-16,0.007472201620373944,0.007472201620373944,0.15025858048688917,2.666696673259139e-05,0.0002228749799542129
sum_of_sines,256,1.0,rect,2,inf,16000,0.5,256,512,8000,31,1.7356670612637795e-29,2.544469486420104e-15,6.34251858881981e-13,0.9999999999999999,1.0,2.526540804527511e-17,1.066725704200725e-14,0.0069708162507469505,0.0069708162507469505,0.10225568138798098,5.5957993026822805e-05,0.0002788330311886966
sum_of_sines,256,1.0,rect,2,20.0,16000,0.5,256,512,8000,31,1.6765416445387286e-29,2.5757694850653403e-15,6.397811846765394e-13,1.0,1.0,2.168404344971009e-17,4.498399580645636e-15,0.007123262800032167,0.007123262800032317,0.10396572903210366,4.9915979616343975e-05,0.00028012500843033195
sum_of_sines,256,1.0,rect,2,10.0,16000,0.5,256,512,8000,31,1.805090438642844e-29,2.75318627383288e-15,6.630584528782557e-13,1.0,1.0,3.357529308342207e-19,1.6416181558786287e-15,0.0073755789134912425,0.0073755789134912425,0.1105639814211325,5.1708018872886896e-05,0.00026416697073727846
sum_of_sines,256,1.0,rect,2,0.0,16000,0.5,256,512,8000,31,3.721886535893937e-29,4.267010552018491e-15,9.105758067774722e-13,1.0,1.0,-6.79899684939297e-18,6.660151684746691e-16,0.007472201620373794,0.007472201620374095,0.15025858048688917,5.312502617016435e-05,0.0002629159716889262
sum_of_sines,256,1.0,hann,1,inf,16000,0.5,256,256,8000,31,6.160849354105874e-30,1.5907797897160564e-15,2.6764512408825753e-13,1.0,0.9999999999999999,6.975084712321849e-13,1.214938500972966e-10,0.6294423047883189,0.6294423047883189,0.15080544700111445,2.983299782499671e-05,0.00023137498646974564
sum_of_sines,256,1.0,hann,1,20.0,16000,0.5,256,256,8000,31,6.350785325746003e-30,1.5922855412099333e-15,2.6725155851445937e-13,1.0000000000000002,0.9999999999999999,-3.4862345984953254e-17,4.0659789650453785e-15,0.6282633670330999,0.6282633670330999,0.15279617312088437,2.97910301014781e-05,0.00022895797155797482
sum_of_sines,256,1.0,hann,1,10.0,16000,0.5,256,256,8000,31,6.731649395778517e-30,1.6748492853578858e-15,2.847701833463924e-13,0.9999999999999998,1.0,8.058070340021298e-18,2.060444172065979e-15,0.6259385022092965,0.6259385022092965,0.1621266887753592,2.9957969672977924e-05,0.00021470803767442703
sum_of_sines,256,1.0,hann,1,0.0,16000,0.5,256,256,8000,31,1.0912715438559642e-29,2.3071979614677862e-15,3.5990452904543316e-13,1.0,1.0,5.0922527843190145e-18,7.217475187949094e-16,0.6228675710722209,0.622867571072221,0.22418948526968313,2.862501423805952e-05,0.00022095802705734968
sum_of_sines,256,1.0,hann,2,inf,16000,0.5,256,512,8000,31,7.248555552345772e-30,1.6720695102962288e-15,4.076153307642837e-13,1.0,1.0,-2.5754385463418945e-12,1.883370605553197e-10,0.6294423047883189,0.6294423047883189,0.15080544700111445,5.212501855567098e-05,0.0002887080190703273
sum_of_sines,256,1.0,hann,2,20.0,16000,0.5,256,512,8000,31,6.90714825211415e-30,1.6616657366830985e-15,3.9831944037040865e-13,1.0,0.9999999999999999,-1.474514954580286e-17,4.620951107911676e-15,0.6282633670330999,0.6282633670330999,0.15279617312088437,6.200000643730164e-05,0.00026699999580159783
sum_of_sines,256,1.0,hann,2,10.0,16000,0.5,256,512,8000,31,7.11323978253567e-30,1.7520514748915794e-15,4.130922780412438e-13,1.0,1.0,-3.07773519931369e-19,1.4680227049796668e-15,0.6259385022092965,0.6259385022092965,0.1621266887753592,5.724997026845813e-05,0.000274375022854656
sum_of_sines,256,1.0,hann,2,0.0,16000,0.5,256,512,8000,31,1.2906958671390858e-29,2.5027670488259943e-15,5.462413857203519e-13,1.0000000000000002,0.9999999999999999,-2.769961679382321e-18,6.679814608509862e-16,0.6228675710722209,0.622867571072221,0.22418948526968313,5.6541990488767624e-05,0.0002822920214384794
sum_of_sines,256,1.0,hamming,1,inf,16000,0.5,256,256,8000,31,6.186532461120275e-30,1.6013225630478328e-15,2.724240362556616e-13,0.9999999999999998,0.9999999999999999,-1.4873854835955977e-16,7.948332226076002e-14,0.60728309279576,0.60728309279576,0.10225568138798098,2.9499991796910763e-05,0.00022137496853247285
