signal,frame_len,hop_ratio,window,zero_pad_factor,snr_db,fs,duration,hop,n_fft,signal_len,n_frames,mse,mae,frobenius,cosine,pearson,phase_mean,phase_std,energy_err_classical,energy_err_quantum,recon_rmse_classical,runtime_classical_s,runtime_quantum_s
impulse,512,0.25,blackman,1,inf,16000,0.5,128,512,8000,59,7.900852172545148e-34,4.513221246821015e-18,3.451274971231898e-15,1.0000000000000002,1.0,1.3877787807814457e-17,7.72682523912663e-17,0.21569937289706553,0.21569937289706553,1.845919405509922e-19,0.00011391699081286788,0.0005434579798020422
impulse,512,0.25,blackman,1,20.0,16000,0.5,128,512,8000,59,8.378137009889824e-34,6.376171289113592e-18,5.2485627596246384e-15,1.0,0.9999999999999998,3.675261601645778e-18,4.764295150875379e-16,0.21502920957238802,0.21502920957238802,9.149769421475622e-05,9.0167042799294e-05,0.0005080829723738134
impulse,512,0.25,blackman,1,10.0,16000,0.5,128,512,8000,59,9.811824695779117e-34,1.1122474872059342e-17,5.684472470273911e-15,0.9999999999999999,0.9999999999999998,-2.4697757963059626e-18,4.946695755128876e-16,0.20956628594579418,0.2095662859457944,0.00028934111437224115,9.112496627494693e-05,0.0005304159712977707
impulse,512,0.25,blackman,1,0.0,16000,0.5,128,512,8000,59,1.7494519751877806e-33,2.5876298430045577e-17,8.241456238552012e-15,1.0000000000000002,1.0,-1.9111360328558043e-18,5.09738830823466e-16,0.18207240554298504,0.18207240554298504,0.0009149769421475622,8.900003740563989e-05,0.0005193749675527215
impulse,512,0.25,blackman,2,inf,16000,0.5,128,1024,8000,59,3.264861841966564e-34,2.2639611466137992e-18,4.331208161875378e-15,1.0000000000000004,1.0,0.0,5.551115123125783e-17,0.21569937289706553,0.21569937289706553,1.018977109660871e-19,0.0001790410024113953,0.000761916977353394
impulse,512,0.25,blackman,2,20.0,16000,0.5,128,1024,8000,59,6.889520527290534e-34,5.929991636943651e-18,6.82588961573563e-15,0.9999999999999998,0.9999999999999998,-1.3010426069826053e-18,5.386930943261781e-16,0.21502920957238802,0.2150292095723878,9.149769421475622e-05,0.0001829999964684248,0.000770249986089766
impulse,512,0.25,blackman,2,10.0,16000,0.5,128,1024,8000,59,8.622643554596708e-34,1.06890412038882e-17,7.697233282465625e-15,1.0000000000000002,1.0,1.6171151047241422e-19,5.158091070797225e-16,0.20956628594579418,0.20956628594579418,0.00028934111437224115,0.0001787500223144889,0.0007512919837608933
impulse,512,0.25,blackman,2,0.0,16000,0.5,128,1024,8000,59,1.6846657641463327e-33,2.529248097115055e-17,1.1611389533087794e-14,1.0000000000000002,1.0,-1.0805269108838587e-18,4.777936967272684e-16,0.18207240554298526,0.18207240554298526,0.0009149769421475622,0.0001818750170059502,0.0007645839941687882
impulse,1024,1.0,rect,1,inf,16000,0.5,1024,1024,8000,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.718958039861916e-19,3.2542040571570396e-05,9.420898277312517e-05
impulse,1024,1.0,rect,1,20.0,16000,0.5,1024,1024,8000,7,1.0765374161774192e-32,3.577064000461107e-17,8.995409586487954e-15,1.0,0.9999999999999999,6.876939494050914e-18,4.899603506391551e-16,0.0010604992355157275,0.0010604992355157275,0.0003662356385549371,4.0375045500695705e-05,9.445799514651299e-05
impulse,1024,1.0,rect,1,10.0,16000,0.5,1024,1024,8000,7,6.137685192274779e-33,3.6781982218044365e-17,7.059493554702803e-15,1.0,1.0,6.133486575775139e-18,4.494968944036049e-16,0.009705296878637967,0.009705296878637967,0.0011581387781597788,3.5165983717888594e-05,9.383301949128509e-05
impulse,1024,1.0,rect,1,0.0,16000,0.5,1024,1024,8000,7,1.2026542947348303e-32,7.367371570511154e-17,1.0890876616684703e-14,1.0000000000000002,1.0,-2.3542675745399526e-18,4.1797585655756434e-16,0.05321295848120323,0.05321295848120323,0.003662356385549371,3.195903263986111e-05,9.375001536682248e-05
impulse,1024,1.0,rect,2,inf,16000,0.5,1024,2048,8000,7,4.4021255871708246e-34,1.982541115402065e-18,1.4043333874306805e-15,1.0,1.0,0.0,0.0,0.0,0.0,4.409441762363004e-19,5.749997217208147e-05,0.0001277500414289534
impulse,1024,1.0,rect,2,20.0,16000,0.5,1024,2048,8000,7,7.447483535473976e-33,2.908029733116378e-17,1.1264980269647521e-14,1.0,0.9999999999999999,-5.575896887068309e-19,4.977794020262559e-16,0.001060499235515508,0.0010604992355157275,0.0003662356385549371,6.704102270305157e-05,0.00013824994675815105
impulse,1024,1.0,rect,2,10.0,16000,0.5,1024,2048,8000,7,6.334505532033935e-33,3.780108385829804e-17,1.053501008105378e-14,1.0,1.0,3.655310181522558e-18,5.175480467423498e-16,0.009705296878637564,0.009705296878637765,0.0011581387781597788,5.820801015943289e-05,0.00014204095350578427
impulse,1024,1.0,rect,2,0.0,16000,0.5,1024,2048,8000,7,1.397950422397152e-32,7.761665407458031e-17,1.621702910846318e-14,1.0000000000000002,1.0,1.270065402054448e-18,4.820963195192784e-16,0.053212958481203006,0.05321295848120323,0.003662356385549371,5.6541000958532095e-05,0.00013574998592957854
impulse,1024,1.0,hann,1,inf,16000,0.5,1024,1024,8000,7,5.15874092246581e-36,3.717264591378872e-19,1.962615573354719e-16,1.0,0.9999999999999999,1.3877787807814457e-17,7.72682523912663e-17,0.9931564986475804,0.9931564986475804,9.991542304951178e-19,3.754202043637633e-05,9.79170436039567e-05
impulse,1024,1.0,hann,1,20.0,16000,0.5,1024,1024,8000,7,6.599576515291137e-35,4.9778991891009445e-18,7.915119184969319e-16,1.0,0.9999999999999998,0.0,5.389668470169894e-16,0.9899328271322959,0.9899328271322959,0.0003725710742046928,4.066701512783766e-05,0.00010154099436476827
impulse,1024,1.0,hann,1,10.0,16000,0.5,1024,1024,8000,7,2.809298156604685e-34,1.2118273492542118e-17,1.7216190135402554e-15,1.0,0.9999999999999998,-1.158547464313082e-17,6.38165328567005e-16,0.9636546489080801,0.9636546489080801,0.0011781731847824357,3.766699228435755e-05,9.958399459719658e-05
impulse,1024,1.0,hann,1,0.0,16000,0.5,1024,1024,8000,7,2.5469510617211956e-33,3.7356331058636155e-17,5.2268332653449365e-15,1.0,1.0,6.195440985631454e-19,7.79735972187535e-16,0.8314014565362845,0.8314014565362845,0.0037257107420469284,3.7999998312443495e-05,9.966699872165918e-05
impulse,1024,1.0,hann,2,inf,16000,0.5,1024,2048,8000,7,1.3756642459908827e-35,7.434529182757744e-19,3.830872769517507e-16,0.9999999999999998,0.9999999999999999,1.3877787807814457e-17,7.72682523912663e-17,0.9931564986475804,0.9931564986475804,3.2058242137116993e-18,6.287498399615288e-05,0.00013208301970735192
impulse,1024,1.0,hann,2,20.0,16000,0.5,1024,2048,8000,7,9.072773586657155e-35,5.6071784944618854e-18,1.2579595743238396e-15,1.0000000000000002,1.0,1.133765700370556e-17,7.476974389711659e-16,0.9899328271322959,0.9899328271322959,0.0003725710742046928,6.308400770649314e-05,0.0001545000122860074
impulse,1024,1.0,hann,2,10.0,16000,0.5,1024,2048,8000,7,3.396793104185711e-34,1.329353926965163e-17,2.6225302485232678e-15,0.9999999999999998,1.0,9.29316147844718e-20,6.814968800021736e-16,0.9636546489080801,0.9636546489080803,0.0011781731847824357,6.266601849347353e-05,0.0001413749996572733
impulse,1024,1.0,hann,2,0.0,16000,0.5,1024,2048,8000,7,2.918537951932393e-33,4.003788611375983e-17,7.73126804751109e-15,1.0,1.0,-4.863421173720691e-18,7.264639943650953e-16,0.8314014565362845,0.8314014565362845,0.0037257107420469284,6.195798050612211e-05,0.00014350004494190216
impulse,1024,1.0,hamming,1,inf,16000,0.5,1024,1024,8000,7,0.0,0.0,1.5202354861220294e-16,1.0,1.0,1.3877787807814457e-17,7.72682523912663e-17,0.975630473081209,0.975630473081209,5.524377015137658e-20,3.7041958421468735e-05,9.279197547584772e-05
impulse,1024,1.0,hamming,1,20.0,16000,0.5,1024,1024,8000,7,1.7048496602163222e-34,6.592828005394643e-18,1.2581010828054957e-15,1.0,0.9999999999999999,1.858632295689436e-19,5.270688790758364e-16,0.9723804496996808,0.9723804496996808,0.0003662356385549371,3.7999998312443495e-05,0.00010045798262581229
impulse,1024,1.0,hamming,1,10.0,16000,0.5,1024,1024,8000,7,4.120146795314768e-34,1.3994496847475424e-17,2.0098150974743507e-15,1.0,0.9999999999999999,4.7704895589362195e-18,5.120071624795014e-16,0.9458874608055782,0.9458874608055782,0.0011581387781597788,3.708299482241273e-05,9.929202497005463e-05
impulse,1024,1.0,hamming,1,0.0,16000,0.5,1024,1024,8000,7,2.5971043415991375e-33,3.781524140898786e-17,5.418306581278117e-15,1.0000000000000002,1.0,-7.000848313763543e-18,5.024344771530455e-16,0.8125531662125529,0.8125531662125529,0.003662356385549371,4.116701893508434e-05,9.950000094249845e-05
impulse,1024,1.0,hamming,2,inf,16000,0.5,1024,2048,8000,7,3.439160614977207e-35,1.2390881971262908e-18,6.255789036560346e-16,1.0,1.0,0.0,0.0,0.975630473081209,0.975630473081209,5.211206021781478e-19,6.129097891971469e-05,0.00014479196397587657
impulse,1024,1.0,hamming,2,20.0,16000,0.5,1024,2048,8000,7,2.4146634107278707e-34,7.668972020689974e-18,2.0378587199982225e-15,0.9999999999999999,0.9999999999999999,-4.08899105051676e-18,5.322218162445348e-16,0.9723804496996808,0.9723804496996808,0.0003662356385549371,7.887504762038589e-05,0.00014195800758898258
impulse,1024,1.0,hamming,2,10.0,16000,0.5,1024,2048,8000,7,4.289365389612431e-34,1.437570705050489e-17,2.9187793911494056e-15,1.0,1.0,-4.150945460373074e-18,5.411161252941963e-16,0.9458874608055782,0.9458874608055782,0.0011581387781597788,6.241601658985019e-05,0.00014175003161653876
impulse,1024,1.0,hamming,2,0.0,16000,0.5,1024,2048,8000,7,3.17364383434302e-33,4.1905745018339e-17,8.090469778156703e-15,1.0,1.0,1.5488602464078636e-18,5.194423800967619e-16,0.8125531662125529,0.812553166212553,0.003662356385549371,6.083399057388306e-05,0.00015712500317022204
impulse,1024,1.0,blackman,1,inf,16000,0.5,1024,1024,8000,7,1.7195803074886033e-36,2.4781763942525814e-19,9.639819490876586e-17,1.0,1.0,1.3877787807814457e-17,7.72682523912663e-17,0.9988330256937206,0.9988330256937206,2.5714050034948182e-18,4.1583029087632895e-05,9.691703598946333e-05
impulse,1024,1.0,blackman,1,20.0,16000,0.5,1024,1024,8000,7,2.7224455314742584e-35,3.699514713457392e-18,5.286608864699919e-16,1.0000000000000002,0.9999999999999999,8.921435019309294e-18,5.241928312617167e-16,0.9961755478809605,0.9961755478809605,0.0003725710742046928,4.104204708710313e-05,0.00010316702537238598
impulse,1024,1.0,blackman,1,10.0,16000,0.5,1024,1024,8000,7,2.0634251472792143e-34,1.0536076449424459e-17,1.4899384236636426e-15,1.0,0.9999999999999998,1.4869058365515489e-18,4.984955150318068e-16,0.9745127713668201,0.9745127713668201,0.0011781731847824357,4.358298610895872e-05,0.00010358402505517006
impulse,1024,1.0,blackman,1,0.0,16000,0.5,1024,1024,8000,7,1.9978996122550437e-33,3.329486857890516e-17,4.6274273348101764e-15,1.0000000000000002,1.0,-9.045343839021923e-18,5.423008612546399e-16,0.8654880389372442,0.8654880389372442,0.0037257107420469284,4.070799332112074e-05,0.00010666705202311277
impulse,1024,1.0,blackman,2,inf,16000,0.5,1024,2048,8000,7,1.2896852306164525e-36,1.858632295689436e-19,1.631746962036502e-16,0.9999999999999998,1.0,6.938893903907228e-18,9.589742167779617e-17,0.9988330256937206,0.9988330256937206,2.7938212412227115e-18,6.666703848168254e-05,0.0001632919884286821
impulse,1024,1.0,blackman,2,20.0,16000,0.5,1024,2048,8000,7,2.809881328404484e-35,3.766052176581886e-18,7.619581066708733e-16,1.0000000000000002,1.0,-1.3010426069826053e-18,4.860039694537169e-16,0.9961755478809605,0.9961755478809605,0.0003725710742046928,7.537502096965909e-05,0.0001499159843660891
impulse,1024,1.0,blackman,2,10.0,16000,0.5,1024,2048,8000,7,2.285804243653135e-34,1.1186204487618823e-17,2.1844901509699768e-15,0.9999999999999999,0.9999999999999999,1.2390881971262907e-19,6.016808021048745e-16,0.9745127713668201,0.9745127713668201,0.0011781731847824357,6.916600978001952e-05,0.00014712498523294926
impulse,1024,1.0,blackman,2,0.0,16000,0.5,1024,2048,8000,7,2.0671500573203265e-33,3.365727767562325e-17,6.709251137711115e-15,0.9999999999999998,1.0,-6.4742358299848694e-18,5.286319978287214e-16,0.8654880389372444,0.8654880389372442,0.0037257107420469284,6.550003308802843e-05,0.00014600000577047467
impulse,1024,0.75,rect,1,inf,16000,0.5,768,1024,8000,10,0.0,0.0,0.0,0.9999999999999998,1.0,0.0,0.0,1.0,1.0,5.98390193529673e-19,4.633300704881549e-05,0.00012737500946968794
impulse,1024,0.75,rect,1,20.0,16000,0.5,768,1024,8000,10,1.247329314089145e-32,4.2859083625591384e-17,1.1886932556422268e-14,1.0000000000000002,0.9999999999999999,-2.4286128663675298e-18,4.3381560138504236e-16,0.9928166989414883,0.9928166989414883,8.920913974543123e-05,4.1499966755509377e-05,0.00013325002510100603
impulse,1024,0.75,rect,1,10.0,16000,0.5,768,1024,8000,10,8.693064647542514e-33,4.488247592999246e-17,9.99692907090636e-15,1.0,1.0,-1.908195823574488e-18,4.45038194169312e-16,0.9342610847733585,0.9342610847733585,0.00028210406969981627,4.0790997445583344e-05,0.0001325829653069377
impulse,1024,0.75,rect,1,0.0,16000,0.5,768,1024,8000,10,1.4668740170599945e-32,8.007519140492727e-17,1.4259296823519766e-14,1.0000000000000002,1.0,-5.160802341031001e-18,4.746044581692968e-16,0.6395615497085612,0.6395615497085612,0.0008920913974543123,4.075001925230026e-05,0.00013291701907292008
impulse,1024,0.75,rect,2,inf,16000,0.5,768,2048,8000,10,6.162975822039155e-34,2.7755575615628915e-18,1.9922239907684116e-15,1.0,1.0,-3.469446951953614e-18,3.9098681478502165e-17,1.0,1.0,4.809411099089385e-19,7.229199400171638e-05,0.00018270796863362193
impulse,1024,0.75,rect,2,20.0,16000,0.5,768,2048,8000,10,9.658384909208855e-33,3.716218883828722e-17,1.495737494079868e-14,0.9999999999999998,0.9999999999999999,-2.6454533008646307e-18,5.563182035848384e-16,0.9928166989414887,0.9928166989414883,8.920913974543123e-05,8.133304072543979e-05,0.00019225000869482756
impulse,1024,0.75,rect,2,10.0,16000,0.5,768,2048,8000,10,1.0049623148860814e-32,4.8452693332889734e-17,1.5449158787394003e-14,1.0,1.0,1.6696713456276769e-18,5.020682752063916e-16,0.9342610847733592,0.9342610847733588,0.00028210406969981627,7.300003198906779e-05,0.00019591598538681865
impulse,1024,0.75,rect,2,0.0,16000,0.5,768,2048,8000,10,1.7042164917620841e-32,8.602972714500659e-17,2.112116107503123e-14,0.9999999999999999,1.0,-2.0166160408230384e-18,5.269227872206039e-16,0.6395615497085612,0.6395615497085612,0.0008920913974543123,7.229199400171638e-05,0.00022891699336469173
impulse,1024,0.75,hann,1,inf,16000,0.5,768,1024,8000,10,1.3842621475283258e-34,3.729655473350135e-18,1.3247291667830257e-15,1.0000000000000002,1.0,2.0816681711721685e-17,9.386761686317387e-17,0.9435995137909445,0.9435995137909445,3.2305651340227516e-19,4.7625042498111725e-05,0.00013095804024487734
impulse,1024,0.75,hann,1,20.0,16000,0.5,768,1024,8000,10,2.733676280020311e-34,7.969410069404571e-18,1.8060954145510675e-15,1.0,1.0,-3.903127820947816e-18,5.175728169615149e-16,0.9393724817786542,0.9393724817786542,9.149769421475622e-05,6.983301136642694e-05,0.0001372080296278
impulse,1024,0.75,hann,1,10.0,16000,0.5,768,1024,8000,10,5.119605383210361e-34,1.473608629326724e-17,2.634584619115625e-15,1.0,1.0,-6.071532165918825e-18,4.917925756985307e-16,0.9049152797803203,0.9049152797803204,0.00028934111437224115,4.629202885553241e-05,0.00013791699893772602
impulse,1024,0.75,hann,1,0.0,16000,0.5,768,1024,8000,10,2.6997090741508895e-33,3.802487601319796e-17,6.4261273642846134e-15,1.0,1.0,3.122502256758253e-18,6.451827246288556e-16,0.7314985792161974,0.7314985792161974,0.0009149769421475622,4.516704939305782e-05,0.00014050002209842205
impulse,1024,0.75,hann,2,inf,16000,0.5,768,2048,8000,10,2.311115933264683e-34,4.336808689942018e-18,2.041591924367565e-15,1.0000000000000002,1.0,0.0,7.850462293418876e-17,0.9435995137909445,0.9435995137909445,1.738560614779842e-19,8.045899448916316e-05,0.00019158300710842013
impulse,1024,0.75,hann,2,20.0,16000,0.5,768,2048,8000,10,2.6613465241471178e-34,8.232781729463495e-18,2.635193158255934e-15,1.0,1.0,9.97465998686664e-19,4.460785658554676e-16,0.9393724817786542,0.9393724817786542,9.149769421475622e-05,8.366699330508709e-05,0.00021470797946676612
impulse,1024,0.75,hann,2,10.0,16000,0.5,768,2048,8000,10,6.284794436790154e-34,1.622924656059896e-17,3.980042817711597e-15,1.0,1.0,-1.3010426069826053e-19,5.364083488950693e-16,0.9049152797803203,0.9049152797803204,0.00028934111437224115,8.258403977379203e-05,0.00019574997713789344
impulse,1024,0.75,hann,2,0.0,16000,0.5,768,2048,8000,10,2.9230978739264343e-33,3.9807721548490653e-17,9.329158858593185e-15,0.9999999999999998,0.9999999999999999,6.288372600415926e-19,5.488920252781212e-16,0.7314985792161974,0.7314985792161975,0.0009149769421475622,7.766595808789134e-05,0.00020541698904708028
impulse,1024,0.75,hamming,1,inf,16000,0.5,768,1024,8000,10,5.777789833161707e-35,1.0408340855860842e-18,7.032629733738598e-16,1.0000000000000002,0.9999999999999999,1.3877787807814457e-17,7.72682523912663e-17,0.8945166629895658,0.8945166629895658,2.5239556783400875e-18,4.579196684062481e-05,0.00014037499204277992
impulse,1024,0.75,hamming,1,20.0,16000,0.5,768,1024,8000,10,5.287424894472549e-34,9.721201259268552e-18,2.458756799817541e-15,1.0000000000000002,0.9999999999999999,7.28583859910259e-18,4.899712869363964e-16,0.8904941835487468,0.8904941835487468,8.920913974543123e-05,4.537502536550164e-05,0.00015137495938688517
impulse,1024,0.75,hamming,1,10.0,16000,0.5,768,1024,8000,10,8.144890613429721e-34,1.7447438757428254e-17,3.2331151915865354e-15,0.9999999999999998,1.0,7.37257477290143e-19,4.3883162100137207e-16,0.8577044184787286,0.8577044184787286,0.00028210406969981627,5.5500015150755644e-05,0.00013841601321473718
impulse,1024,0.75,hamming,1,0.0,16000,0.5,768,1024,8000,10,3.0945307187917216e-33,4.0455564110286266e-17,6.851192177819963e-15,1.0000000000000002,1.0,-3.2526065174565133e-18,4.929340743285862e-16,0.6926796184096392,0.6926796184096391,0.0008920913974543123,4.616600926965475e-05,0.00013720797142013907
impulse,1024,0.75,hamming,2,inf,16000,0.5,768,2048,8000,10,8.185202263645752e-35,1.908195823574488e-18,1.2827761084789717e-15,1.0000000000000002,1.0,0.0,5.551115123125783e-17,0.8945166629895658,0.8945166629895658,4.171351287371103e-19,7.845798972994089e-05,0.00022437499137595296
impulse,1024,0.75,hamming,2,20.0,16000,0.5,768,2048,8000,10,6.448856398281964e-34,1.0974990015706209e-17,3.8047864068903725e-15,1.0,1.0,-5.421010862427522e-19,4.481147082812028e-16,0.8904941835487468,0.8904941835487468,8.920913974543123e-05,8.725002408027649e-05,0.00020916596986353397
impulse,1024,0.75,hamming,2,10.0,16000,0.5,768,2048,8000,10,8.96054394223411e-34,1.775809867874561e-17,4.73433755698142e-15,1.0000000000000002,1.0,6.722053469410128e-19,4.360249105270908e-16,0.8577044184787286,0.8577044184787286,0.00028210406969981627,7.912499131634831e-05,0.00019745802273973823
impulse,1024,0.75,hamming,2,0.0,16000,0.5,768,2048,8000,10,3.4052725953302955e-33,4.258208267601555e-17,1.0038422346535167e-14,0.9999999999999998,1.0,-1.6696713456276769e-18,4.529850087169946e-16,0.6926796184096392,0.6926796184096392,0.0008920913974543123,7.812498370185494e-05,0.00019754201639443636
impulse,1024,0.75,blackman,1,inf,16000,0.5,768,1024,8000,10,2.407412430484045e-36,2.6020852139652105e-19,1.6667795129466247e-16,1.0,0.9999999999999998,6.938893903907228e-18,5.5075762930801937e-17,0.9863209245536928,0.9863209245536928,1.2496352526747716e-18,4.958297358825803e-05,0.0001347090001218021
impulse,1024,0.75,blackman,1,20.0,16000,0.5,768,1024,8000,10,6.81548232433123e-35,4.847675436254768e-18,9.329191436161107e-16,1.0,0.9999999999999999,-2.6020852139652106e-18,4.3448001369611484e-16,0.9825581796886662,0.9825581796886662,9.149769421475622e-05,4.958297358825803e-05,0.00014887499855831265
impulse,1024,0.75,blackman,1,10.0,16000,0.5,768,1024,8000,10,2.476316304786023e-34,1.1340394735195793e-17,1.917544122514031e-15,1.0000000000000002,1.0,-6.288372600415926e-18,4.205896341576831e-16,0.9518856748423714,0.9518856748423714,0.00028934111437224115,4.983402322977781e-05,0.00015575002180412412
impulse,1024,0.75,blackman,1,0.0,16000,0.5,768,1024,8000,10,1.9677767764501162e-33,3.274957599352186e-17,5.5594457785573375e-15,1.0,1.0,-6.5052130349130266e-18,4.972781974524715e-16,0.7975166524029212,0.7975166524029212,0.0009149769421475622,4.9540947657078505e-05,0.0001437920145690441
impulse,1024,0.75,blackman,2,inf,16000,0.5,768,2048,8000,10,2.0162079105303876e-35,1.1709383462843449e-18,5.8191634490868685e-16,0.9999999999999999,0.9999999999999998,3.469446951953614e-18,8.770223894175407e-17,0.9863209245536928,0.9863209245536928,1.4385283175241534e-19,8.170801447704434e-05,0.00019862496992573142
impulse,1024,0.75,blackman,2,20.0,16000,0.5,768,2048,8000,10,8.012689958529891e-35,5.0874678166445e-18,1.415890720600336e-15,1.0,1.0,2.0816681711721684e-18,4.370682530696951e-16,0.9825581796886662,0.9825581796886661,9.149769421475622e-05,8.26249597594142e-05,0.00020408298587426543
impulse,1024,0.75,blackman,2,10.0,16000,0.5,768,2048,8000,10,2.698106179696835e-34,1.1953350127476367e-17,2.8067334712212335e-15,0.9999999999999999,1.0,-1.929879867024198e-18,4.852327698278017e-16,0.9518856748423714,0.9518856748423714,0.00028934111437224115,9.179097833111882e-05,0.00021041597938165069
impulse,1024,0.75,blackman,2,0.0,16000,0.5,768,2048,8000,10,2.1740555901420955e-33,3.453928249568731e-17,8.17482973679102e-15,1.0,0.9999999999999999,-3.556183125752454e-18,5.101544141199478e-16,0.7975166524029214,0.7975166524029214,0.0009149769421475622,8.274998981505632e-05,0.00020299997413530946
impulse,1024,0.5,rect,1,inf,16000,0.5,512,1024,8000,14,0.0,0.0,0.0,0.9999999999999998,1.0,0.0,0.0,1.0,1.0,4.0867375419132387e-19,5.0709000788629055e-05,0.00016879098257049918
impulse,1024,0.5,rect,1,20.0,16000,0.5,512,1024,8000,14,9.59492107049595e-33,3.4286176950577056e-17,1.219515997892679e-14,1.0,1.0,3.438469747025457e-18,4.967026871723804e-16,0.9979230369532776,0.9979230369532771,0.00021078263246727825,5.204201443120837e-05,0.0001817920128814876
impulse,1024,0.5,rect,1,10.0,16000,0.5,512,1024,8000,14,8.032380339614443e-33,4.023072223955528e-17,1.1392997013475971e-14,1.0,1.0,2.2613359597554807e-18,4.910270448300166e-16,0.9809924021636786,0.9809924021636786,0.0006665532098027562,5.120900459587574e-05,0.00018508301582187414
impulse,1024,0.5,rect,1,0.0,16000,0.5,512,1024,8000,14,1.1686757121693505e-32,7.245308072576472e-17,1.5304563882068356e-14,1.0,0.9999999999999997,-1.6417918611923352e-18,5.31031748867387e-16,0.8957836604959639,0.8957836604959635,0.0021078263246727823,5.095801316201687e-05,0.0001830419641919434
impulse,1024,0.5,rect,2,inf,16000,0.5,512,2048,8000,14,4.4021255871708246e-34,1.982541115402065e-18,1.9860273225978185e-15,1.0,1.0,0.0,0.0,1.0,1.0,3.838982825666318e-19,0.00010216701775789261,0.00025195901980623603
impulse,1024,0.5,rect,2,20.0,16000,0.5,512,2048,8000,14,8.923742878510153e-33,3.273446553076638e-17,1.7014136675926516e-14,0.9999999999999998,1.0,7.744301232039318e-20,5.13458049333636e-16,0.9979230369532776,0.9979230369532771,0.00021078263246727825,0.00010120804654434323,0.00026908295694738626
impulse,1024,0.5,rect,2,10.0,16000,0.5,512,2048,8000,14,7.433273267480996e-33,3.982149944691305e-17,1.629222923304504e-14,1.0000000000000002,1.0,2.2613359597554807e-18,5.203790860353464e-16,0.980992402163679,0.9809924021636786,0.0006665532098027562,9.512499673292041e-05,0.00027845799922943115
impulse,1024,0.5,rect,2,0.0,16000,0.5,512,2048,8000,14,1.3457038914494686e-32,7.657903871419379e-17,2.2788528755732518e-14,1.0,1.0,2.0909613326506156e-18,4.811008372367495e-16,0.8957836604959639,0.8957836604959639,0.0021078263246727823,9.68750100582838e-05,0.000281625019852072
impulse,1024,0.5,hann,1,inf,16000,0.5,512,1024,8000,14,5.760594030086821e-35,6.814985084194599e-19,1.8415149866555647e-15,1.0,1.0,0.0,7.850462293418876e-17,0.15331873351578096,0.15331873351578096,4.0474287767124044e-19,5.6458055041730404e-05,0.00018204201478511095
impulse,1024,0.5,hann,1,20.0,16000,0.5,512,1024,8000,14,1.7171973227101232e-33,1.2208686667325177e-17,5.814563111632182e-15,0.9999999999999999,1.0,-1.1771337872699763e-18,5.326496113292551e-16,0.15512263233761728,0.1551226323376174,0.00021201550714666483,5.641701864078641e-05,0.00019041699124500155
impulse,1024,0.5,hann,1,10.0,16000,0.5,512,1024,8000,14,2.4817830470055934e-33,2.084995286574144e-17,6.7934046893281085e-15,1.0,1.0,-5.2351476328585784e-18,5.645597892763969e-16,0.16982734853277423,0.16982734853277465,0.0006704519018591675,5.5540993344038725e-05,0.00018375000217929482
impulse,1024,0.5,hann,1,0.0,16000,0.5,512,1024,8000,14,4.8931962656715526e-33,4.386983197061233e-17,9.603201829911358e-15,1.0,1.0,-2.6020852139652106e-18,6.541673048963721e-16,0.2438334551638139,0.2438334551638139,0.002120155071466648,6.091600516811013e-05,0.00019745802273973823
impulse,1024,0.5,hann,2,inf,16000,0.5,512,2048,8000,14,9.423300085037548e-34,5.823714526493567e-18,4.339688762363613e-15,1.0000000000000002,1.0,0.0,9.614813431917819e-17,0.15331873351578096,0.15331873351578096,2.499861531450902e-18,0.00010616600047796965,0.0002572499797679484
impulse,1024,0.5,hann,2,20.0,16000,0.5,512,2048,8000,14,3.0617408289214092e-33,1.5790945013435573e-17,1.0411357486761797e-14,0.9999999999999999,0.9999999999999998,2.6175738164292892e-18,6.140263239693123e-16,0.15512263233761717,0.1551226323376174,0.00021201550714666483,0.00010025000665336847,0.00028004200430586934
impulse,1024,0.5,hann,2,10.0,16000,0.5,512,2048,8000,14,3.934480054227827e-33,2.4680238393851554e-17,1.1695056070721775e-14,1.0000000000000002,1.0,1.0842021724855044e-19,5.709503185884793e-16,0.16982734853277404,0.16982734853277442,0.0006704519018591675,0.00011329195694997907,0.00027362495893612504
impulse,1024,0.5,hann,2,0.0,16000,0.5,512,2048,8000,14,6.031347437269872e-33,4.8165741660515935e-17,1.5051563329911156e-14,1.0,0.9999999999999999,3.097720492815727e-19,6.018521883761301e-16,0.2438334551638139,0.2438334551638139,0.002120155071466648,0.00010495801689103246,0.0002770409919321537
impulse,1024,0.5,hamming,1,inf,16000,0.5,512,1024,8000,14,1.1005313967927061e-34,9.912705577010326e-19,1.3224009942160549e-15,0.9999999999999999,1.0,1.3877787807814457e-17,7.72682523912663e-17,0.12349378898191099,0.12349378898191099,5.267500493509639e-19,5.58749889023602e-05,0.00018195901066064835
impulse,1024,0.5,hamming,1,20.0,16000,0.5,512,1024,8000,14,2.946123180738903e-33,1.594195794211107e-17,6.848502718304649e-15,1.0000000000000002,1.0,-4.925375583577006e-18,4.852583878167794e-16,0.12519083096281056,0.12519083096281056,0.00021078263246727825,6.162503268569708e-05,0.00020350003615021706
