frame_len,window,signal,method,runtime_s
1024,rect,sum_of_sines,classical,0.00017787498654797673
1024,rect,sum_of_sines,classical,0.0001865000231191516
1024,rect,sum_of_sines,classical,0.00018329196609556675
1024,hann,sum_of_sines,classical,9.379198309034109e-05
1024,hann,sum_of_sines,classical,0.00010079098865389824
1024,hann,sum_of_sines,classical,0.00010483298683539033
1024,hann,sum_of_sines,classical,0.00010808295337483287
1024,hann,sum_of_sines,classical,0.00018762500258162618
1024,hann,sum_of_sines,classical,0.00020029203733429313
1024,hann,sum_of_sines,classical,0.00018541701138019562
1024,hann,sum_of_sines,classical,0.0002039159880951047
1024,hamming,sum_of_sines,classical,9.187497198581696e-05
1024,hamming,sum_of_sines,classical,0.00010541704250499606
1024,hamming,sum_of_sines,classical,9.304203558713198e-05
1024,hamming,sum_of_sines,classical,0.00010233401553705335
1024,hamming,sum_of_sines,classical,0.0002114590024575591
1024,hamming,sum_of_sines,classical,0.00017687497893348336
1024,hamming,sum_of_sines,classical,0.00019400002202019095
1024,hamming,sum_of_sines,classical,0.00018616701709106565
1024,blackman,sum_of_sines,classical,9.637500625103712e-05
1024,blackman,sum_of_sines,classical,0.00010333297541365027
1024,blackman,sum_of_sines,classical,9.766599396243691e-05
1024,blackman,sum_of_sines,classical,0.00010104099055752158
1024,blackman,sum_of_sines,classical,0.00020541698904708028
1024,blackman,sum_of_sines,classical,0.0001835830044001341
1024,blackman,sum_of_sines,classical,0.0001996250357478857
1024,blackman,sum_of_sines,classical,0.00018845900194719434
64,rect,chirp,classical,2.5083019863814116e-05
64,rect,chirp,classical,5.2916991990059614e-05
64,rect,chirp,classical,2.724997466430068e-05
64,rect,chirp,classical,2.720800694078207e-05
64,rect,chirp,classical,4.454201553016901e-05
64,rect,chirp,classical,4.970794543623924e-05
64,rect,chirp,classical,4.691700451076031e-05
64,rect,chirp,classical,5.183299072086811e-05
64,hann,chirp,classical,3.149994881823659e-05
64,hann,chirp,classical,3.362499410286546e-05
64,hann,chirp,classical,2.704199869185686e-05
64,hann,chirp,classical,3.466603811830282e-05
64,hann,chirp,classical,4.962499951943755e-05
64,hann,chirp,classical,5.2957970183342695e-05
64,hann,chirp,classical,5.183403845876455e-05
64,hann,chirp,classical,4.591699689626694e-05
64,hamming,chirp,classical,2.5874993298202753e-05
64,hamming,chirp,classical,3.0333001632243395e-05
64,hamming,chirp,classical,2.762500662356615e-05
64,hamming,chirp,classical,5.41249755769968e-05
64,hamming,chirp,classical,4.8124988097697496e-05
64,hamming,chirp,classical,6.304198177531362e-05
64,hamming,chirp,classical,4.68340003862977e-05
64,hamming,chirp,classical,5.016598151996732e-05
64,blackman,chirp,classical,2.866698196157813e-05
64,blackman,chirp,classical,3.420800203457475e-05
64,blackman,chirp,classical,2.8291018679738045e-05
64,blackman,chirp,classical,3.024999750778079e-05
64,blackman,chirp,classical,5.158403655514121e-05
64,blackman,chirp,classical,5.841703386977315e-05
64,blackman,chirp,classical,5.03340270370245e-05
64,blackman,chirp,classical,5.2708026487380266e-05
64,rect,chirp,classical,3.312499029561877e-05
64,rect,chirp,classical,3.3374992199242115e-05
64,rect,chirp,classical,3.383302828297019e-05
64,rect,chirp,classical,3.0583993066102266e-05
64,rect,chirp,classical,5.82499778829515e-05
64,rect,chirp,classical,5.6791992392390966e-05
64,rect,chirp,classical,6.666698027402163e-05
64,rect,chirp,classical,5.933298962190747e-05
64,hann,chirp,classical,3.283302066847682e-05
64,hann,chirp,classical,3.200001083314419e-05
64,hann,chirp,classical,3.2875046599656343e-05
64,hann,chirp,classical,3.587501123547554e-05
64,hann,chirp,classical,6.291695171967149e-05
64,hann,chirp,classical,6.804097210988402e-05
64,hann,chirp,classical,6.429199129343033e-05
64,hann,chirp,classical,5.8582983911037445e-05
64,hamming,chirp,classical,3.454199759289622e-05
64,hamming,chirp,classical,3.4541008062660694e-05
64,hamming,chirp,classical,3.1917006708681583e-05
64,hamming,chirp,classical,3.408297197893262e-05
64,hamming,chirp,classical,5.8125006034970284e-05
64,hamming,chirp,classical,6.066699279472232e-05
64,hamming,chirp,classical,6.833398947492242e-05
64,hamming,chirp,classical,5.820801015943289e-05
64,blackman,chirp,classical,3.850000211969018e-05
64,blackman,chirp,classical,3.56250093318522e-05
64,blackman,chirp,classical,3.345904406160116e-05
64,blackman,chirp,classical,3.454199759289622e-05
64,blackman,chirp,classical,6.562494672834873e-05
64,blackman,chirp,classical,6.266601849347353e-05
64,blackman,chirp,classical,6.566703086718917e-05
64,blackman,chirp,classical,6.987497908994555e-05
64,rect,chirp,classical,3.9166014175862074e-05
64,rect,chirp,classical,4.258297849446535e-05
64,rect,chirp,classical,4.775001434609294e-05
64,rect,chirp,classical,3.9166014175862074e-05
64,rect,chirp,classical,7.995800115168095e-05
64,rect,chirp,classical,8.31250217743218e-05
64,rect,chirp,classical,8.108397014439106e-05
64,rect,chirp,classical,8.399999933317304e-05
64,hann,chirp,classical,4.250003257766366e-05
64,hann,chirp,classical,5.162501474842429e-05
64,hann,chirp,classical,4.3124950025230646e-05
64,hann,chirp,classical,4.150002496317029e-05
64,hann,chirp,classical,8.254102431237698e-05
64,hann,chirp,classical,8.112500654533505e-05
64,hann,chirp,classical,8.412502938881516e-05
64,hann,chirp,classical,8.416594937443733e-05
64,hamming,chirp,classical,4.5249995309859514e-05
64,hamming,chirp,classical,4.116696072742343e-05
64,hamming,chirp,classical,4.445895319804549e-05
64,hamming,chirp,classical,4.6042026951909065e-05
64,hamming,chirp,classical,8.43749730847776e-05
64,hamming,chirp,classical,9.974994463846087e-05
64,hamming,chirp,classical,8.7958003859967e-05
64,hamming,chirp,classical,8.608400821685791e-05
64,blackman,chirp,classical,4.6250002924352884e-05
64,blackman,chirp,classical,4.4708955101668835e-05
64,blackman,chirp,classical,4.879198968410492e-05
64,blackman,chirp,classical,4.458299372345209e-05
64,blackman,chirp,classical,9.045802289620042e-05
64,blackman,chirp,classical,8.700002217665315e-05
64,blackman,chirp,classical,8.133298251777887e-05
64,blackman,chirp,classical,8.370797149837017e-05
64,rect,chirp,classical,6.966700311750174e-05
64,rect,chirp,classical,7.304101018235087e-05
64,rect,chirp,classical,7.108302088454366e-05
64,rect,chirp,classical,7.062498480081558e-05
64,rect,chirp,classical,0.00014824996469542384
64,rect,chirp,classical,0.000152749998960644
64,rect,chirp,classical,0.00014691700926050544
64,rect,chirp,classical,0.0001538749784231186
64,hann,chirp,classical,7.479195483028889e-05
64,hann,chirp,classical,7.566600106656551e-05
64,hann,chirp,classical,7.466599345207214e-05
64,hann,chirp,classical,0.0001026670215651393
64,hann,chirp,classical,0.00016320805298164487
64,hann,chirp,classical,0.0001490830327384174
64,hann,chirp,classical,0.00014124996960163116
64,hann,chirp,classical,0.00014900002861395478
64,hamming,chirp,classical,8.116697426885366e-05
64,hamming,chirp,classical,7.42500415071845e-05
64,hamming,chirp,classical,7.42500415071845e-05
64,hamming,chirp,classical,7.329200161620975e-05
64,hamming,chirp,classical,0.00014891702448949218
64,hamming,chirp,classical,0.00016549997963011265
64,hamming,chirp,classical,0.00014987500617280602
64,hamming,chirp,classical,0.00014512502821162343
64,blackman,chirp,classical,8.016597712412477e-05
64,blackman,chirp,classical,7.058301707729697e-05
64,blackman,chirp,classical,7.504195673391223e-05
64,blackman,chirp,classical,7.274997187778354e-05
64,blackman,chirp,classical,0.00014979200204834342
64,blackman,chirp,classical,0.00016558304196223617
64,blackman,chirp,classical,0.00014679203741252422
64,blackman,chirp,classical,0.00015783298294991255
128,rect,chirp,classical,2.8207956347614527e-05
128,rect,chirp,classical,2.9499991796910763e-05
128,rect,chirp,classical,2.7499976567924023e-05
128,rect,chirp,classical,2.720800694078207e-05
128,rect,chirp,classical,4.454096779227257e-05
128,rect,chirp,classical,4.8291985876858234e-05
128,rect,chirp,classical,4.695903044193983e-05
128,rect,chirp,classical,4.8083020374178886e-05
128,hann,chirp,classical,3.262498648837209e-05
128,hann,chirp,classical,2.883299021050334e-05
128,hann,chirp,classical,2.9416987672448158e-05
128,hann,chirp,classical,3.250001464039087e-05
128,hann,chirp,classical,4.720798460766673e-05
128,hann,chirp,classical,5.1125010941177607e-05
128,hann,chirp,classical,5.1875016652047634e-05
128,hann,chirp,classical,5.520798731595278e-05
128,hamming,chirp,classical,3.208400448784232e-05
128,hamming,chirp,classical,2.8875016141682863e-05
128,hamming,chirp,classical,3.008398925885558e-05
128,hamming,chirp,classical,3.100000321865082e-05
128,hamming,chirp,classical,6.170797860249877e-05
128,hamming,chirp,classical,4.7250010538846254e-05
128,hamming,chirp,classical,5.2250048611313105e-05
128,hamming,chirp,classical,5.920801777392626e-05
128,blackman,chirp,classical,3.529101377353072e-05
128,blackman,chirp,classical,3.74580267816782e-05
128,blackman,chirp,classical,3.450002986937761e-05
128,blackman,chirp,classical,3.362499410286546e-05
128,blackman,chirp,classical,5.908298771828413e-05
128,blackman,chirp,classical,5.691597471013665e-05
128,blackman,chirp,classical,4.9124995712190866e-05
128,blackman,chirp,classical,5.254201823845506e-05
128,rect,chirp,classical,3.329198807477951e-05
128,rect,chirp,classical,3.350002225488424e-05
128,rect,chirp,classical,3.254198236390948e-05
128,rect,chirp,classical,3.283302066847682e-05
128,rect,chirp,classical,5.624996265396476e-05
128,rect,chirp,classical,6.445799954235554e-05
128,rect,chirp,classical,5.70000265724957e-05
128,rect,chirp,classical,5.7083030696958303e-05
128,hann,chirp,classical,4.1040999349206686e-05
128,hann,chirp,classical,4.704197635874152e-05
128,hann,chirp,classical,3.483297768980265e-05
128,hann,chirp,classical,8.341699140146375e-05
128,hann,chirp,classical,6.329099414870143e-05
128,hann,chirp,classical,6.420898716896772e-05
128,hann,chirp,classical,6.741599645465612e-05
128,hann,chirp,classical,6.554200081154704e-05
128,hamming,chirp,classical,4.3042004108428955e-05
128,hamming,chirp,classical,3.625004319474101e-05
128,hamming,chirp,classical,4.2750034481287e-05
128,hamming,chirp,classical,3.720802487805486e-05
128,hamming,chirp,classical,6.17919722571969e-05
128,hamming,chirp,classical,5.9375015553086996e-05
128,hamming,chirp,classical,6.150000263005495e-05
128,hamming,chirp,classical,5.8125006034970284e-05
128,blackman,chirp,classical,3.8790982216596603e-05
128,blackman,chirp,classical,4.295801045373082e-05
128,blackman,chirp,classical,3.733299672603607e-05
128,blackman,chirp,classical,4.0000013541430235e-05
128,blackman,chirp,classical,6.404198938980699e-05
128,blackman,chirp,classical,6.487499922513962e-05
128,blackman,chirp,classical,6.11250288784504e-05
128,blackman,chirp,classical,6.441696314141154e-05
128,rect,chirp,classical,5.095801316201687e-05
128,rect,chirp,classical,4.458398325368762e-05
128,rect,chirp,classical,4.2583036702126265e-05
128,rect,chirp,classical,5.337502807378769e-05
128,rect,chirp,classical,8.370797149837017e-05
128,rect,chirp,classical,8.220900781452656e-05
128,rect,chirp,classical,8.333398727700114e-05
128,rect,chirp,classical,7.729098433628678e-05
128,hann,chirp,classical,5.0666043534874916e-05
128,hann,chirp,classical,5.124998278915882e-05
128,hann,chirp,classical,5.3875031881034374e-05
128,hann,chirp,classical,5.179201252758503e-05
128,hann,chirp,classical,8.604198228567839e-05
128,hann,chirp,classical,8.120801066979766e-05
128,hann,chirp,classical,8.441600948572159e-05
128,hann,chirp,classical,8.62909946590662e-05
128,hamming,chirp,classical,6.208295235410333e-05
128,hamming,chirp,classical,5.09590026922524e-05
128,hamming,chirp,classical,5.037500523030758e-05
128,hamming,chirp,classical,4.545797128230333e-05
128,hamming,chirp,classical,8.712499402463436e-05
128,hamming,chirp,classical,8.762499783188105e-05
128,hamming,chirp,classical,8.412502938881516e-05
128,hamming,chirp,classical,8.633296238258481e-05
128,blackman,chirp,classical,5.94580196775496e-05
128,blackman,chirp,classical,5.224999040365219e-05
128,blackman,chirp,classical,5.316705210134387e-05
128,blackman,chirp,classical,5.716702435165644e-05
128,blackman,chirp,classical,9.587500244379044e-05
128,blackman,chirp,classical,9.724998380988836e-05
128,blackman,chirp,classical,9.837502148002386e-05
128,blackman,chirp,classical,8.429103763774037e-05
128,rect,chirp,classical,7.754197577014565e-05
128,rect,chirp,classical,8.604198228567839e-05
128,rect,chirp,classical,7.862498750910163e-05
128,rect,chirp,classical,7.745804032310843e-05
128,rect,chirp,classical,0.00015354203060269356
128,rect,chirp,classical,0.00013983302051201463
128,rect,chirp,classical,0.0001463329535908997
128,rect,chirp,classical,0.00014416599879041314
128,hann,chirp,classical,9.39579913392663e-05
128,hann,chirp,classical,8.733401773497462e-05
128,hann,chirp,classical,9.241700172424316e-05
128,hann,chirp,classical,0.00014412496238946915
128,hann,chirp,classical,0.0002315840101800859
128,hann,chirp,classical,0.00024804199347272515
128,hann,chirp,classical,0.00017141597345471382
128,hann,chirp,classical,0.00016354199033230543
128,hamming,chirp,classical,9.275000775232911e-05
128,hamming,chirp,classical,8.275004802271724e-05
128,hamming,chirp,classical,8.56249826028943e-05
128,hamming,chirp,classical,0.00013399997260421515
128,hamming,chirp,classical,0.0001639999682083726
128,hamming,chirp,classical,0.0001693330123089254
128,hamming,chirp,classical,0.00017483398551121354
128,hamming,chirp,classical,0.0001431669807061553
128,blackman,chirp,classical,9.824999142438173e-05
128,blackman,chirp,classical,9.32500115595758e-05
128,blackman,chirp,classical,8.012499893084168e-05
128,blackman,chirp,classical,0.00010170898167416453
128,blackman,chirp,classical,0.0002716250019147992
128,blackman,chirp,classical,0.00015400000847876072
128,blackman,chirp,classical,0.00016962498193606734
128,blackman,chirp,classical,0.0002547500189393759
256,rect,chirp,classical,2.783298259600997e-05
256,rect,chirp,classical,4.63749747723341e-05
256,rect,chirp,classical,3.5958015359938145e-05
256,rect,chirp,classical,2.8291018679738045e-05
256,rect,chirp,classical,5.0125003326684237e-05
256,rect,chirp,classical,5.76250022277236e-05
256,rect,chirp,classical,6.304203998297453e-05
256,rect,chirp,classical,6.266700802370906e-05
256,hann,chirp,classical,2.9790971893817186e-05
256,hann,chirp,classical,2.941599814221263e-05
256,hann,chirp,classical,3.929197555407882e-05
256,hann,chirp,classical,3.391696373000741e-05
256,hann,chirp,classical,5.3499999921768904e-05
256,hann,chirp,classical,5.3499999921768904e-05
256,hann,chirp,classical,5.279097240418196e-05
256,hann,chirp,classical,6.225000834092498e-05
256,hamming,chirp,classical,3.01670515909791e-05
256,hamming,chirp,classical,2.9707967769354582e-05
256,hamming,chirp,classical,2.9875023756176233e-05
256,hamming,chirp,classical,3.0458031687885523e-05
256,hamming,chirp,classical,6.30829599685967e-05
256,hamming,chirp,classical,6.108300294727087e-05
256,hamming,chirp,classical,5.216698627918959e-05
256,hamming,chirp,classical,6.883300375193357e-05
256,blackman,chirp,classical,3.8458965718746185e-05
256,blackman,chirp,classical,3.7457968574017286e-05
256,blackman,chirp,classical,3.1916017178446054e-05
256,blackman,chirp,classical,3.958295565098524e-05
256,blackman,chirp,classical,6.533402483910322e-05
256,blackman,chirp,classical,5.595904076471925e-05
256,blackman,chirp,classical,5.458400119096041e-05
256,blackman,chirp,classical,5.3957977797836065e-05
256,rect,chirp,classical,3.304099664092064e-05
256,rect,chirp,classical,4.112505121156573e-05
256,rect,chirp,classical,3.7999998312443495e-05
256,rect,chirp,classical,3.3582968171685934e-05
256,rect,chirp,classical,7.758400170132518e-05
256,rect,chirp,classical,7.245800225064158e-05
256,rect,chirp,classical,7.72500061430037e-05
256,rect,chirp,classical,6.3000014051795e-05
256,hann,chirp,classical,3.6207959055900574e-05
256,hann,chirp,classical,3.570900298655033e-05
256,hann,chirp,classical,3.5582983400672674e-05
256,hann,chirp,classical,3.525003558024764e-05
256,hann,chirp,classical,7.666699821129441e-05
256,hann,chirp,classical,6.637501064687967e-05
256,hann,chirp,classical,7.095799082890153e-05
256,hann,chirp,classical,6.654101889580488e-05
256,hamming,chirp,classical,3.649998689070344e-05
256,hamming,chirp,classical,3.56250093318522e-05
256,hamming,chirp,classical,8.412502938881516e-05
256,hamming,chirp,classical,3.812502836808562e-05
256,hamming,chirp,classical,7.537496276199818e-05
256,hamming,chirp,classical,9.437499102205038e-05
256,hamming,chirp,classical,7.620797259733081e-05
256,hamming,chirp,classical,7.941701915115118e-05
256,blackman,chirp,classical,4.387501394376159e-05
256,blackman,chirp,classical,4.379195161163807e-05
256,blackman,chirp,classical,4.354200791567564e-05
256,blackman,chirp,classical,4.345795605331659e-05
256,blackman,chirp,classical,9.104202035814524e-05
256,blackman,chirp,classical,6.829097401350737e-05
256,blackman,chirp,classical,7.78749817982316e-05
256,blackman,chirp,classical,8.033303311094642e-05
256,rect,chirp,classical,5.7375000324100256e-05
256,rect,chirp,classical,4.999997327104211e-05
256,rect,chirp,classical,4.39999857917428e-05
256,rect,chirp,classical,4.2750034481287e-05
256,rect,chirp,classical,9.300000965595245e-05
256,rect,chirp,classical,0.00010416703298687935
256,rect,chirp,classical,8.562504081055522e-05
256,rect,chirp,classical,8.795899339020252e-05
256,hann,chirp,classical,4.958297358825803e-05
256,hann,chirp,classical,4.549999721348286e-05
256,hann,chirp,classical,4.679197445511818e-05
256,hann,chirp,classical,4.529202124103904e-05
256,hann,chirp,classical,0.0001160409883596003
256,hann,chirp,classical,8.98329890333116e-05
256,hann,chirp,classical,8.866604184731841e-05
256,hann,chirp,classical,0.00010250002378597856
256,hamming,chirp,classical,5.441700341179967e-05
256,hamming,chirp,classical,5.5374985095113516e-05
256,hamming,chirp,classical,5.2749994210898876e-05
256,hamming,chirp,classical,5.3916999604552984e-05
256,hamming,chirp,classical,0.00010179204400628805
256,hamming,chirp,classical,8.966599125415087e-05
256,hamming,chirp,classical,8.966599125415087e-05
256,hamming,chirp,classical,0.0001033750013448298
256,blackman,chirp,classical,5.479203537106514e-05
256,blackman,chirp,classical,5.4750009439885616e-05
256,blackman,chirp,classical,4.862499190494418e-05
256,blackman,chirp,classical,4.7916953917592764e-05
256,blackman,chirp,classical,0.00010800000745803118
256,blackman,chirp,classical,0.00010775000555440784
256,blackman,chirp,classical,0.0001045000390149653
256,blackman,chirp,classical,0.00010375003330409527
256,rect,chirp,classical,7.341598393395543e-05
256,rect,chirp,classical,8.483300916850567e-05
256,rect,chirp,classical,8.433300536125898e-05
256,rect,chirp,classical,7.362494943663478e-05
256,rect,chirp,classical,0.0001806250074878335
256,rect,chirp,classical,0.00019458401948213577
256,rect,chirp,classical,0.00018133304547518492
256,rect,chirp,classical,0.0001538749784231186
256,hann,chirp,classical,8.454202907159925e-05
256,hann,chirp,classical,9.108398808166385e-05
256,hann,chirp,classical,7.899996126070619e-05
256,hann,chirp,classical,7.750000804662704e-05
256,hann,chirp,classical,0.00018083298346027732
256,hann,chirp,classical,0.00016466696979478002
256,hann,chirp,classical,0.00020020798547193408
256,hann,chirp,classical,0.00018320797244086862
256,hamming,chirp,classical,7.679103873670101e-05
256,hamming,chirp,classical,9.316595969721675e-05
256,hamming,chirp,classical,9.279098594561219e-05
256,hamming,chirp,classical,7.658300455659628e-05
256,hamming,chirp,classical,0.00018450000789016485
256,hamming,chirp,classical,0.00018824997823685408
256,hamming,chirp,classical,0.0002203750191256404
256,hamming,chirp,classical,0.00018199998885393143
256,blackman,chirp,classical,9.612500434741378e-05
256,blackman,chirp,classical,8.462503319606185e-05
256,blackman,chirp,classical,9.704194962978363e-05
256,blackman,chirp,classical,9.799998952075839e-05
256,blackman,chirp,classical,0.0001841670018620789
256,blackman,chirp,classical,0.0001800419995561242
256,blackman,chirp,classical,0.00022433401318266988
256,blackman,chirp,classical,0.00018987501971423626
512,rect,chirp,classical,3.170798299834132e-05
512,rect,chirp,classical,3.041699528694153e-05
512,rect,chirp,classical,3.004202153533697e-05
512,rect,chirp,classical,3.4999975468963385e-05
512,rect,chirp,classical,5.825003609061241e-05
512,rect,chirp,classical,5.908403545618057e-05
512,rect,chirp,classical,5.849997978657484e-05
512,rect,chirp,classical,5.683401832357049e-05
512,hann,chirp,classical,3.433297388255596e-05
512,hann,chirp,classical,3.383302828297019e-05
512,hann,chirp,classical,3.8833997678011656e-05
512,hann,chirp,classical,3.51249473169446e-05
512,hann,chirp,classical,7.84580479376018e-05
512,hann,chirp,classical,6.829097401350737e-05
512,hann,chirp,classical,6.654101889580488e-05
512,hann,chirp,classical,6.712495815008879e-05
512,hamming,chirp,classical,3.2958982046693563e-05
512,hamming,chirp,classical,3.241701051592827e-05
512,hamming,chirp,classical,3.2333016861230135e-05
512,hamming,chirp,classical,6.325001595541835e-05
512,hamming,chirp,classical,7.116701453924179e-05
512,hamming,chirp,classical,6.554200081154704e-05
512,hamming,chirp,classical,0.00011454196646809578
512,hamming,chirp,classical,6.416701944544911e-05
512,blackman,chirp,classical,3.7209014408290386e-05
512,blackman,chirp,classical,3.549997927621007e-05
512,blackman,chirp,classical,3.725005080923438e-05
512,blackman,chirp,classical,3.670796286314726e-05
512,blackman,chirp,classical,6.662501255050302e-05
512,blackman,chirp,classical,6.491696694865823e-05
512,blackman,chirp,classical,6.295798812061548e-05
512,blackman,chirp,classical,6.566697265952826e-05
512,rect,chirp,classical,3.912503598257899e-05
512,rect,chirp,classical,3.987498348578811e-05
512,rect,chirp,classical,4.487502155825496e-05
512,rect,chirp,classical,3.6874960642308e-05
512,rect,chirp,classical,7.01249809935689e-05
512,rect,chirp,classical,7.783295586705208e-05
512,rect,chirp,classical,8.095899829640985e-05
512,rect,chirp,classical,7.274997187778354e-05
512,hann,chirp,classical,4.2082974687218666e-05
512,hann,chirp,classical,3.912497777491808e-05
512,hann,chirp,classical,3.929098602384329e-05
512,hann,chirp,classical,4.691700451076031e-05
512,hann,chirp,classical,8.650001836940646e-05
512,hann,chirp,classical,8.304195944219828e-05
512,hann,chirp,classical,0.0001170419855043292
512,hann,chirp,classical,7.274997187778354e-05
512,hamming,chirp,classical,4.0792045183479786e-05
512,hamming,chirp,classical,3.9040984120219946e-05
512,hamming,chirp,classical,3.9083999581635e-05
512,hamming,chirp,classical,4.841701593250036e-05
512,hamming,chirp,classical,8.350005373358727e-05
512,hamming,chirp,classical,8.50000069476664e-05
512,hamming,chirp,classical,8.483300916850567e-05
512,hamming,chirp,classical,8.245802018791437e-05
512,blackman,chirp,classical,4.279200220480561e-05
512,blackman,chirp,classical,4.2666972149163485e-05
512,blackman,chirp,classical,4.170899046584964e-05
512,blackman,chirp,classical,4.233297659084201e-05
512,blackman,chirp,classical,0.0001277910196222365
512,blackman,chirp,classical,8.654198609292507e-05
512,blackman,chirp,classical,7.700000423938036e-05
512,blackman,chirp,classical,7.433403516188264e-05
512,rect,chirp,classical,4.829204408451915e-05
512,rect,chirp,classical,4.775001434609294e-05
512,rect,chirp,classical,5.908403545618057e-05
512,rect,chirp,classical,4.7459034249186516e-05
512,rect,chirp,classical,9.400001727044582e-05
512,rect,chirp,classical,9.337504161521792e-05
512,rect,chirp,classical,0.00011462497059255838
512,rect,chirp,classical,9.43340128287673e-05
512,hann,chirp,classical,5.1292008720338345e-05
512,hann,chirp,classical,6.275001214817166e-05
512,hann,chirp,classical,5.64999645575881e-05
512,hann,chirp,classical,5.362502997741103e-05
512,hann,chirp,classical,0.00011475000064820051
512,hann,chirp,classical,9.841698920354247e-05
512,hann,chirp,classical,9.724998380988836e-05
512,hann,chirp,classical,0.00011874997289851308
512,hamming,chirp,classical,5.1667040679603815e-05
512,hamming,chirp,classical,5.095801316201687e-05
512,hamming,chirp,classical,5.9500045608729124e-05
512,hamming,chirp,classical,5.11660473421216e-05
512,hamming,chirp,classical,9.616604074835777e-05
512,hamming,chirp,classical,0.00010041601490229368
512,hamming,chirp,classical,0.00010079197818413377
512,hamming,chirp,classical,0.00012012501247227192
512,blackman,chirp,classical,5.624996265396476e-05
512,blackman,chirp,classical,6.254203617572784e-05
512,blackman,chirp,classical,6.154202856123447e-05
512,blackman,chirp,classical,5.77080063521862e-05
512,blackman,chirp,classical,9.916600538417697e-05
512,blackman,chirp,classical,0.00011625001206994057
512,blackman,chirp,classical,0.00010262499563395977
512,blackman,chirp,classical,0.00010020798072218895
512,rect,chirp,classical,9.774998761713505e-05
512,rect,chirp,classical,9.366701124235988e-05
512,rect,chirp,classical,9.57080046646297e-05
512,rect,chirp,classical,9.366701124235988e-05
512,rect,chirp,classical,0.00020420894725248218
512,rect,chirp,classical,0.00019387499196454883
512,rect,chirp,classical,0.00020220800070092082
512,rect,chirp,classical,0.00020154198864474893
512,hann,chirp,classical,8.891703328117728e-05
512,hann,chirp,classical,0.00010241603013128042
512,hann,chirp,classical,9.624997619539499e-05
512,hann,chirp,classical,8.791702566668391e-05
512,hann,chirp,classical,0.00018045800970867276
512,hann,chirp,classical,0.0001747499918565154
512,hann,chirp,classical,0.0002057079691439867
512,hann,chirp,classical,0.00017812498845160007
512,hamming,chirp,classical,8.79999715834856e-05
512,hamming,chirp,classical,8.987501496449113e-05
512,hamming,chirp,classical,8.56249826028943e-05
512,hamming,chirp,classical,0.00010433403076604009
512,hamming,chirp,classical,0.0001859170151874423
512,hamming,chirp,classical,0.00018262496450915933
512,hamming,chirp,classical,0.00017687503714114428
512,hamming,chirp,classical,0.00017370900604873896
512,blackman,chirp,classical,8.774996967986226e-05
512,blackman,chirp,classical,0.0001059159985743463
512,blackman,chirp,classical,9.774998761713505e-05
512,blackman,chirp,classical,8.833402534946799e-05
512,blackman,chirp,classical,0.00019541603978723288
512,blackman,chirp,classical,0.0001978339860215783
512,blackman,chirp,classical,0.00017358403420075774
512,blackman,chirp,classical,0.0002008330193348229
1024,rect,chirp,classical,4.4625019654631615e-05
1024,rect,chirp,classical,4.7290988732129335e-05
1024,rect,chirp,classical,3.770797047764063e-05
1024,rect,chirp,classical,3.250001464039087e-05
1024,rect,chirp,classical,5.63750509172678e-05
1024,rect,chirp,classical,5.5833952501416206e-05
1024,rect,chirp,classical,5.7375000324100256e-05
1024,rect,chirp,classical,5.662499461323023e-05
1024,hann,chirp,classical,3.645801916718483e-05
1024,hann,chirp,classical,4.112499300390482e-05
1024,hann,chirp,classical,3.6375015042722225e-05
1024,hann,chirp,classical,3.724999260157347e-05
1024,hann,chirp,classical,6.041704909875989e-05
1024,hann,chirp,classical,6.187497638165951e-05
1024,hann,chirp,classical,6.0541031416505575e-05
1024,hann,chirp,classical,5.966599564999342e-05
1024,hamming,chirp,classical,3.629201091825962e-05
1024,hamming,chirp,classical,3.604200901463628e-05
1024,hamming,chirp,classical,3.887497587129474e-05
1024,hamming,chirp,classical,3.870896762236953e-05
1024,hamming,chirp,classical,6.695801857858896e-05
1024,hamming,chirp,classical,6.166700040921569e-05
1024,hamming,chirp,classical,6.25409884378314e-05
1024,hamming,chirp,classical,5.945796146988869e-05
1024,blackman,chirp,classical,3.950000973418355e-05
1024,blackman,chirp,classical,4.025001544505358e-05
1024,blackman,chirp,classical,4.012498538941145e-05
1024,blackman,chirp,classical,3.954197745770216e-05
1024,blackman,chirp,classical,6.383395520970225e-05
1024,blackman,chirp,classical,6.550003308802843e-05
1024,blackman,chirp,classical,6.437499541789293e-05
1024,blackman,chirp,classical,6.395799573510885e-05
1024,rect,chirp,classical,3.962503978982568e-05
1024,rect,chirp,classical,4.762498429045081e-05
1024,rect,chirp,classical,3.958295565098524e-05
1024,rect,chirp,classical,3.975001163780689e-05
1024,rect,chirp,classical,7.000000914558768e-05
1024,rect,chirp,classical,7.02909892424941e-05
1024,rect,chirp,classical,7.270800415426493e-05
1024,rect,chirp,classical,7.179199019446969e-05
1024,hann,chirp,classical,4.670902853831649e-05
1024,hann,chirp,classical,4.458299372345209e-05
1024,hann,chirp,classical,5.0332979299128056e-05
1024,hann,chirp,classical,4.658399848267436e-05
1024,hann,chirp,classical,9.450002107769251e-05
1024,hann,chirp,classical,7.537496276199818e-05
1024,hann,chirp,classical,7.666699821129441e-05
1024,hann,chirp,classical,7.483299123123288e-05
1024,hamming,chirp,classical,4.7457986511290073e-05
